,Temperature_m,Relative_Humidity_m,Temperature_tl,Relative_Humidity_tl,Wind_Speed_Average_tl,Wind_Speed_Maximum_tl,Wind_Direction_(deg.)_tl,precip,depth,pressure,above,below,near,storm_slabs,wet_slabs,persistent,wind_slab,loose_wet,glide,cornices,loose_dry
2014-12-20 00:00:00,29.51,97.2,27.63,100.0,2.5540000000000003,11.11,267.2,0.0,9.22,1010.559,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-20 01:00:00,30.0,96.7,28.11,100.0,2.97,10.57,280.4,0.05,9.295,1009.746,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-20 02:00:00,30.12,96.3,28.47,100.0,4.04,11.24,278.8,0.06,9.325,1009.34,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-20 03:00:00,30.37,96.5,28.47,100.0,4.244,10.57,283.4,0.13,9.325,1008.933,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-20 04:00:00,29.76,96.1,28.11,100.0,5.428,11.65,288.4,0.08,9.33,1007.985,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-20 05:00:00,29.63,96.0,27.99,100.0,6.013,16.23,289.0,0.04,9.33,1007.578,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-20 06:00:00,29.51,96.1,28.35,100.0,4.873,11.68,291.7,0.14,9.33,1007.036,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-20 07:00:00,29.63,96.1,28.84,100.0,5.584,14.48,296.4,0.12,9.4,1006.901,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-20 08:00:00,31.34,96.9,30.41,100.0,7.87,18.48,298.2,0.1,9.5,1006.765,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-20 09:00:00,32.07,95.9,30.16,100.0,8.71,16.39,293.2,0.16,9.53,1006.765,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-20 10:00:00,32.68,96.5,30.76,100.0,8.98,18.58,290.1,0.17,9.53,1007.036,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-20 11:00:00,32.8,96.5,31.49,100.0,9.31,19.56,295.0,0.11,9.53,1006.901,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-20 12:00:00,32.68,96.7,31.49,100.0,10.24,21.14,277.5,0.17,9.53,1005.952,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-20 13:00:00,31.95,97.2,31.73,100.0,9.81,20.03,292.1,0.18,9.53,1005.004,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-20 14:00:00,31.71,97.1,32.22,100.0,9.12,15.92,291.0,0.18,9.53,1004.597,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-20 15:00:00,31.95,97.4,32.82,100.0,11.51,25.41,294.3,0.32,9.565,1004.326,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-20 16:00:00,32.32,97.8,35.61,100.0,12.88,23.22,291.2,0.31,9.6,1004.462,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-20 17:00:00,37.07,100.0,37.19,100.0,16.58,28.61,291.9,0.34,9.6,1004.592,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-20 18:00:00,39.01,97.0,38.15,100.0,15.19,28.48,287.5,0.3,9.635,1004.153,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-20 19:00:00,40.23,96.6,38.51,100.0,17.15,31.84,290.3,0.35,9.67,1003.608,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-20 20:00:00,40.71,95.9,38.87,100.0,18.46,32.0,290.0,0.35,9.675,1003.85,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-20 21:00:00,40.95,96.6,39.11,100.0,20.77,36.11,287.6,0.28,9.705,1004.268,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-20 22:00:00,41.31,96.4,39.47,100.0,22.11,43.82,288.0,0.34,9.73,1004.389,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-20 23:00:00,41.68,96.7,39.58,100.0,25.84,51.52,286.7,0.22,9.765,1003.98,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-21 00:00:00,40.58,95.8,38.61,100.0,24.74,49.29,295.3,0.26,9.8,1004.522,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-21 01:00:00,40.34,95.6,38.02,100.0,24.88,46.4,296.7,0.33,9.82,1005.065,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-21 02:00:00,36.69,94.6,34.75,100.0,26.0,51.12,309.5,0.37,9.855,1007.269,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-21 03:00:00,36.21,95.0,34.16,100.0,22.4,46.35,301.1,0.29,9.915,1007.54,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-21 04:00:00,36.09,94.9,34.4,100.0,20.17,48.17,298.6,0.28,9.995,1008.502,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-21 05:00:00,34.27,93.3,32.1,100.0,21.59,43.39,297.0,0.24,10.05,1009.746,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-21 06:00:00,33.29,96.1,31.85,100.0,15.73,31.54,294.1,0.25,10.2,1010.424,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-21 07:00:00,33.17,96.2,31.85,100.0,16.27,33.42,291.5,0.32,10.4,1010.83,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-21 08:00:00,33.05,97.0,31.73,100.0,15.47,31.98,294.8,0.16,10.5,1011.508,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-21 09:00:00,33.41,97.0,31.73,100.0,14.26,32.04,287.9,0.02,10.565,1012.592,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-21 10:00:00,33.54,95.0,31.61,100.0,14.78,31.13,294.8,0.11,10.665,1013.676,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-21 11:00:00,33.17,96.5,31.73,100.0,14.06,29.32,293.4,0.07,10.8,1014.218,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-21 12:00:00,33.41,96.0,31.61,100.0,13.63,26.49,290.5,0.07,11.0,1014.489,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-21 13:00:00,32.68,95.5,31.13,100.0,12.61,26.46,292.4,0.15,11.3,1014.624,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-21 14:00:00,32.8,95.5,31.13,100.0,13.88,26.99,304.4,0.11,11.57,1014.76,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-21 15:00:00,33.17,95.1,31.49,100.0,12.61,23.39,296.0,0.1,11.57,1015.166,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-21 16:00:00,32.93,95.7,31.01,100.0,12.07,22.25,296.2,0.16,11.57,1015.302,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-21 17:00:00,33.29,95.8,31.49,100.0,11.71,27.36,300.1,0.12,11.87,1016.25,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-21 18:00:00,33.05,95.0,31.13,100.0,9.45,17.84,290.8,0.14,11.87,1016.792,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-21 19:00:00,32.56,96.2,31.13,100.0,10.38,19.12,289.4,0.08,12.17,1016.928,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-21 20:00:00,32.44,95.6,30.89,100.0,9.52,20.43,300.1,0.1,12.7,1016.928,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-21 21:00:00,32.44,95.3,30.64,100.0,9.91,20.13,294.1,0.08,13.43,1017.063,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-21 22:00:00,32.32,96.9,30.52,100.0,8.23,17.06,291.8,0.08,14.0,1016.792,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-21 23:00:00,32.56,96.9,30.89,100.0,9.05,17.87,293.0,0.1,14.3,1017.199,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-22 00:00:00,32.56,96.5,30.64,100.0,8.82,16.93,296.9,0.09,14.665,1017.063,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-22 01:00:00,33.05,95.6,31.49,100.0,9.42,18.18,288.8,0.1,15.365,1017.334,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-22 02:00:00,33.41,95.5,31.85,100.0,10.51,18.98,290.1,0.1,15.8,1017.741,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-22 03:00:00,33.41,95.4,31.61,100.0,10.09,21.54,296.3,0.07,15.989999999999998,1018.147,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-22 04:00:00,32.93,92.7,31.37,100.0,12.01,23.8,304.9,0.08,16.255,1018.689,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-22 05:00:00,30.61,89.3,28.22,100.0,17.62,28.54,330.7,0.02,16.5,1019.638,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-22 06:00:00,29.76,68.02,27.62,100.0,14.94,30.26,322.7,0.01,16.71,1020.044,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-22 07:00:00,28.78,48.85,23.99,100.0,12.94,22.62,321.8,0.0,16.825,1020.323,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-22 08:00:00,29.52,46.69,22.67,100.0,13.96,25.22,320.2,0.0,16.915,1021.018,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-22 09:00:00,31.83,38.28,24.85,100.0,11.83,26.5,323.0,0.0,17.0,1021.683,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-22 10:00:00,34.02,30.62,25.33,100.0,10.27,20.51,315.0,0.0,17.064999999999998,1022.483,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-22 11:00:00,34.38,67.54,25.33,100.0,9.8,18.52,332.0,0.0,17.13,1022.307,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-22 12:00:00,34.38,79.12,25.21,98.9,10.56,19.8,337.0,0.0,17.189999999999998,1022.172,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-22 13:00:00,34.26,80.5,26.67,92.7,9.8,20.07,347.4,0.0,17.325,1022.036,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-22 14:00:00,33.4,87.9,26.79,91.2,10.07,18.48,345.9,0.0,17.4,1022.313,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-22 15:00:00,33.29,88.8,27.26,82.6,11.28,19.49,356.6,0.0,17.455,1022.89,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-22 16:00:00,31.59,86.2,26.54,78.6,10.12,19.02,0.241,0.0,17.520000000000003,1023.025,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-22 17:00:00,29.27,84.1,25.7,76.8,9.89,17.98,351.7,0.0,17.565,1022.754,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-22 18:00:00,28.42,80.7,26.06,73.3,4.174,16.23,6.482,0.0,17.6,1023.034,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-22 19:00:00,28.05,79.81,26.3,70.7,3.128,6.936,10.37,0.0,17.700000000000006,1023.163,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-22 20:00:00,27.57,79.14,26.79,62.09,4.33,7.21,18.25,0.0,17.8,1023.322,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-22 21:00:00,28.06,75.89,27.88,53.4,3.965,7.41,13.74,0.0,17.835,1023.319,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-22 22:00:00,28.78,77.71,28.36,61.82,3.275,5.791,1.036,0.0,17.945,1023.297,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-22 23:00:00,28.42,68.7,28.73,51.04,3.567,6.364,357.9,0.0,18.085,1023.305,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-23 00:00:00,29.03,64.91,29.21,47.07,1.98,5.724,354.2,0.0,18.21,1023.173,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-23 01:00:00,29.76,55.83,28.61,61.28,3.3310000000000004,8.28,346.7,0.0,18.29,1023.027,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-23 02:00:00,33.54,76.76,31.63,81.9,5.187,10.3,342.5,0.0,18.32,1022.483,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-23 03:00:00,37.55,92.9,33.2,100.0,5.608,11.14,323.8,0.0,18.33,1022.596,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-23 04:00:00,37.91,94.4,33.91,100.0,7.24,13.33,326.5,0.0,18.4,1022.443,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-23 05:00:00,38.52,94.5,34.64,100.0,8.11,14.1,327.3,0.02,18.475,1022.036,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-23 06:00:00,38.16,93.5,34.76,100.0,9.15,18.07,319.2,0.03,18.54,1022.172,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-23 07:00:00,38.04,94.7,35.01,100.0,7.36,14.07,326.8,0.02,18.700000000000006,1022.036,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-23 08:00:00,38.16,93.7,34.88,100.0,8.9,17.27,328.3,0.04,18.8,1022.036,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-23 09:00:00,38.28,91.0,35.49,100.0,9.34,17.47,329.3,0.0,18.835,1022.307,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-23 10:00:00,38.89,92.0,35.97,100.0,7.75,15.38,328.8,0.01,18.97,1022.713,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-23 11:00:00,38.77,93.8,36.46,100.0,6.441,14.3,321.8,0.01,19.09,1022.307,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-23 12:00:00,38.89,93.5,36.34,100.0,6.852,12.18,313.8,0.03,19.19,1021.765,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-23 13:00:00,39.01,91.1,36.34,100.0,7.99,16.09,315.5,0.03,19.29,1020.813,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-23 14:00:00,38.04,92.7,35.49,100.0,8.54,18.28,321.3,0.01,19.31,1020.004,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-23 15:00:00,37.91,91.9,35.25,100.0,9.43,16.96,328.6,0.01,19.31,1019.733,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-23 16:00:00,37.43,93.1,34.88,100.0,9.66,19.76,324.1,0.0,19.29,1019.462,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-23 17:00:00,37.18,94.8,35.01,100.0,9.62,19.93,324.1,0.0,19.29,1018.785,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-23 18:00:00,36.94,94.9,34.76,100.0,9.38,18.55,320.9,0.02,19.29,1018.107,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-23 19:00:00,37.3,94.7,34.88,100.0,10.09,20.16,319.7,0.0,19.29,1017.836,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-23 20:00:00,36.82,95.3,34.64,100.0,9.84,19.05,319.3,0.03,19.29,1016.888,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-23 21:00:00,37.06,95.9,35.13,100.0,9.25,14.98,318.8,0.03,19.29,1015.669,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-23 22:00:00,37.55,95.9,35.37,100.0,9.94,16.39,323.4,0.05,19.29,1014.856,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-23 23:00:00,37.79,96.7,35.61,100.0,9.23,18.07,314.6,0.05,19.29,1014.043,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-24 00:00:00,37.3,97.0,35.61,100.0,10.99,19.12,312.0,0.03,19.29,1012.823,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-24 01:00:00,37.3,96.7,35.37,100.0,10.86,20.97,298.3,0.03,19.29,1011.198,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-24 02:00:00,37.06,96.1,34.88,100.0,10.58,18.71,309.7,0.03,19.29,1010.385,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-24 03:00:00,36.69,96.1,34.4,100.0,9.58,15.79,313.7,0.02,19.29,1008.895,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-24 04:00:00,35.23,93.5,31.61,100.0,12.28,23.46,324.7,0.02,19.29,1007.947,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-24 05:00:00,34.39,91.7,31.49,100.0,14.68,31.34,330.8,0.0,19.29,1006.623,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-24 06:00:00,32.07,92.7,30.4,100.0,16.36,26.49,342.2,0.0,19.29,1006.63,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-24 07:00:00,28.41,96.5,28.83,100.0,12.28,24.0,346.3,0.03,19.29,1006.359,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-24 08:00:00,27.81,95.8,26.17,100.0,2.841,23.56,109.7,0.03,19.29,1005.824,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-24 09:00:00,27.44,94.8,26.41,99.6,5.935,18.85,37.52,0.03,19.26,1006.24,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-24 10:00:00,27.56,94.0,24.6,100.0,7.84,20.33,347.8,0.02,19.26,1006.634,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-24 11:00:00,27.2,94.0,23.15,99.4,9.38,17.41,334.7,0.01,19.25,1006.633,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-24 12:00:00,27.2,93.1,23.15,99.6,9.2,17.58,340.9,0.01,19.18,1006.505,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-24 13:00:00,25.49,88.2,22.3,99.5,7.97,17.27,318.6,0.0,19.11,1006.904,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-24 14:00:00,25.13,85.0,22.42,99.9,10.66,20.4,310.4,0.03,19.09,1007.458,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-24 15:00:00,22.58,82.1,19.88,98.7,11.7,29.6,321.3,0.01,19.09,1008.591,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-24 16:00:00,23.44,92.6,21.33,99.7,9.43,24.95,318.8,0.01,19.09,1008.468,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-24 17:00:00,24.29,91.1,22.06,99.9,8.74,15.62,323.4,0.03,19.09,1009.141,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-24 18:00:00,25.14,91.6,22.3,100.0,9.45,17.81,327.6,0.02,19.09,1009.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-24 19:00:00,24.65,92.8,22.3,100.0,10.44,20.3,329.8,0.02,19.09,1009.274,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-24 20:00:00,24.65,93.5,22.67,100.0,10.15,18.55,323.1,0.03,19.11,1009.941,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-24 21:00:00,24.77,93.5,22.79,100.0,11.39,21.89,324.5,0.04,19.11,1010.217,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-24 22:00:00,24.41,92.8,22.42,100.0,13.02,24.24,327.4,0.04,19.18,1010.759,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-24 23:00:00,24.65,92.2,22.55,100.0,11.56,20.44,335.1,0.01,19.25,1011.038,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-25 00:00:00,25.02,92.8,22.67,100.0,12.92,23.06,331.3,0.02,19.26,1010.89,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2014-12-25 01:00:00,25.01,92.3,22.67,100.0,12.75,24.31,335.1,0.02,19.29,1011.285,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2014-12-25 02:00:00,24.9,90.2,22.67,100.0,12.03,22.46,335.8,0.01,19.31,1011.712,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2014-12-25 03:00:00,24.65,89.3,22.91,100.0,12.39,21.31,334.7,0.01,19.37,1012.258,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2014-12-25 04:00:00,24.41,90.7,22.06,100.0,13.28,25.02,335.2,0.01,19.445,1012.128,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2014-12-25 05:00:00,24.41,91.0,21.94,100.0,11.91,24.04,339.1,0.01,19.465,1012.805,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2014-12-25 06:00:00,24.66,90.8,22.55,100.0,11.73,20.17,338.5,0.01,19.49,1013.619,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2014-12-25 07:00:00,24.29,87.4,22.06,100.0,12.83,23.54,342.2,0.02,19.515,1013.619,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2014-12-25 08:00:00,25.14,89.3,22.42,100.0,11.35,24.21,343.3,0.0,19.58,1014.025,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2014-12-25 09:00:00,25.88,85.3,23.52,100.0,12.49,25.69,339.2,0.01,19.65,1014.839,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2014-12-25 10:00:00,24.9,82.1,23.76,100.0,16.0,29.12,348.4,0.0,19.665,1014.826,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2014-12-25 11:00:00,25.74,82.3,23.76,100.0,14.65,27.44,337.3,0.02,19.67,1015.317,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2014-12-25 12:00:00,27.08,80.6,22.91,100.0,15.21,25.96,341.2,0.0,19.700000000000006,1015.055,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2014-12-25 13:00:00,25.98,77.78,23.52,100.0,16.73,25.22,347.9,0.0,19.755000000000006,1015.039,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2014-12-25 14:00:00,26.59,77.72,23.64,99.9,15.6,26.77,345.3,0.0,19.785,1015.456,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2014-12-25 15:00:00,26.95,77.65,23.39,100.0,16.96,27.34,350.8,0.0,19.82,1015.584,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2014-12-25 16:00:00,25.37,89.8,23.03,100.0,17.96,26.43,349.8,0.0,19.880000000000006,1015.985,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2014-12-25 17:00:00,26.71,79.55,23.39,100.0,17.18,27.24,348.3,0.0,19.91,1015.865,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2014-12-25 18:00:00,25.01,91.8,22.79,100.0,16.14,26.33,347.5,0.0,19.92,1016.276,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2014-12-25 19:00:00,24.76,91.5,22.06,100.0,14.99,27.71,349.2,0.0,19.93,1016.408,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
