Date/Time (PST),Temperature_tl,Relative_Humidity_tl,Wind_Speed_Average_tl,Wind_Speed_Maximum_tl,Wind_Direction_(deg.)_tl,Precipitation_tl,24_hour_snowfall_tl,Snow_Depth_tl
2014-09-23 09:00:00+00:00,54.18,60.46,0.5720000000000001,6.9270000000000005,267.7,0.0,30.88,4.007
2014-09-23 10:00:00+00:00,54.18,60.46,0.5720000000000001,6.9270000000000005,267.7,0.0,4.007,30.88
2014-09-23 11:00:00+00:00,53.69,60.46,2.113,8.54,253.8,0.0,3.077,31.35
2014-09-23 12:00:00+00:00,54.79,64.29,3.6830000000000003,12.17,236.7,0.0,3.077,31.41
2014-09-23 13:00:00+00:00,53.57,70.4,5.422000000000001,16.64,252.7,0.0,0.0,30.82
2014-09-23 14:00:00+00:00,53.71,73.1,3.443,11.87,265.8,0.0,2.444,30.75
2014-09-23 15:00:00+00:00,54.19,74.3,2.325,10.93,259.6,0.0,2.444,30.95
2014-09-23 16:00:00+00:00,53.34,72.2,1.95,11.5,267.2,0.0,0.0,31.08
2014-09-23 17:00:00+00:00,54.31,72.0,2.354,10.22,258.2,0.0,0.0,31.28
2014-09-23 18:00:00+00:00,53.83,70.8,2.7510000000000003,10.66,287.3,0.0,3.633,31.34
2014-09-23 19:00:00+00:00,53.34,76.3,0.444,3.867,303.6,0.01,1.25,30.75
2014-09-23 20:00:00+00:00,56.61,61.95,0.574,5.5489999999999995,83.9,0.0,1.25,31.28
2014-09-23 21:00:00+00:00,55.88,65.84,0.414,5.784,112.8,0.0,0.0,31.21
2014-09-23 22:00:00+00:00,54.3,71.4,0.23399999999999999,3.3960000000000004,97.6,0.0,0.0,30.88
2014-09-23 23:00:00+00:00,52.37,80.2,0.991,7.16,178.5,0.02,1.74,31.34
2014-09-24 00:00:00+00:00,52.62,78.6,0.162,2.859,315.3,0.0,0.0,31.08
2014-09-24 01:00:00+00:00,48.99,96.3,3.37,9.22,311.4,0.03,0.0,30.62
2014-09-24 02:00:00+00:00,44.76,100.0,10.17,23.95,300.7,0.34,2.1319999999999997,31.14
2014-09-24 03:00:00+00:00,44.16,100.0,11.77,23.44,294.4,0.15,2.1319999999999997,30.68
2014-09-24 04:00:00+00:00,43.8,100.0,10.92,24.45,292.8,0.06,1.723,30.74
2014-09-24 05:00:00+00:00,44.04,100.0,10.39,19.95,293.6,0.03,1.723,31.27
2014-09-24 06:00:00+00:00,44.29,100.0,9.19,21.06,287.2,0.02,2.039,30.68
2014-09-24 07:00:00+00:00,44.04,100.0,8.65,22.81,280.2,0.03,2.039,30.94
2014-09-24 08:00:00+00:00,42.72,99.1,6.2829999999999995,16.01,277.0,0.03,4.364,31.21
2014-09-24 09:00:00+00:00,43.57,100.0,5.301,15.0,268.4,0.01,3.013,31.27
2014-09-24 10:00:00+00:00,43.44,100.0,2.061,7.64,235.2,0.06,3.013,31.47
2014-09-24 11:00:00+00:00,43.31,100.0,2.496,11.03,242.7,0.03,1.8519999999999999,31.47
2014-09-24 12:00:00+00:00,43.92,99.6,0.735,5.853,230.5,0.03,1.8519999999999999,30.81
2014-09-24 13:00:00+00:00,44.16,98.8,1.646,10.93,249.8,0.0,3.639,30.68
2014-09-24 14:00:00+00:00,44.28,100.0,2.195,9.28,272.8,0.03,0.47600000000000003,31.08
2014-09-24 15:00:00+00:00,44.04,100.0,2.369,12.21,269.9,0.06,0.47600000000000003,31.34
2014-09-24 16:00:00+00:00,43.79,99.0,3.576,11.91,281.3,0.0,0.9390000000000001,31.41
2014-09-24 17:00:00+00:00,43.67,99.2,2.256,8.95,282.3,0.0,1.138,30.88
2014-09-24 18:00:00+00:00,43.55,98.8,1.6269999999999998,10.12,300.2,0.0,0.0,31.41
2014-09-24 19:00:00+00:00,42.7,98.2,0.233,4.205,212.1,0.08,0.0,30.81
2014-09-24 20:00:00+00:00,41.63,98.6,0.705,7.33,252.2,0.06,0.608,31.01
2014-09-24 21:00:00+00:00,41.51,99.3,0.87,7.67,67.47,0.04,1.9569999999999999,31.34
2014-09-24 22:00:00+00:00,41.14,98.8,0.42100000000000004,6.526,185.0,0.06,2.483,30.74
2014-09-24 23:00:00+00:00,41.02,96.1,0.261,5.247999999999999,57.7,0.03,2.483,30.81
2014-09-25 00:00:00+00:00,40.78,97.0,1.4809999999999999,8.44,64.32,0.0,2.88,31.54
2014-09-25 01:00:00+00:00,40.42,98.2,0.907,8.75,45.3,0.0,2.88,31.21
2014-09-25 02:00:00+00:00,40.42,98.1,0.6459999999999999,7.37,296.1,0.0,4.26,30.81
2014-09-25 03:00:00+00:00,40.54,98.4,0.11800000000000001,2.59,319.2,0.0,2.88,31.01
2014-09-25 04:00:00+00:00,40.17,99.9,0.035,3.028,200.2,0.0,2.417,30.68
2014-09-25 05:00:00+00:00,39.93,98.7,0.114,2.456,276.4,0.0,1.953,31.34
2014-09-25 06:00:00+00:00,39.69,99.5,0.147,2.187,319.9,0.0,1.953,31.34
2014-09-25 07:00:00+00:00,40.42,97.3,0.024,1.0090000000000001,8.46,0.0,2.019,30.61
2014-09-25 08:00:00+00:00,41.26,97.5,0.012,1.2109999999999999,36.14,0.0,2.615,31.34
2014-09-25 09:00:00+00:00,41.02,98.2,0.011000000000000001,1.245,248.0,0.0,3.8739999999999997,31.4
2014-09-25 10:00:00+00:00,42.22,96.4,0.06,1.9180000000000001,262.2,0.0,0.924,31.54
2014-09-25 11:00:00+00:00,41.37,91.0,0.33899999999999997,3.195,281.1,0.0,0.924,31.14
2014-09-25 12:00:00+00:00,43.67,87.8,0.6559999999999999,3.565,264.3,0.0,2.66,31.01
2014-09-25 13:00:00+00:00,45.01,84.8,1.605,8.17,271.3,0.0,2.66,31.41
2014-09-25 14:00:00+00:00,44.04,79.2,3.114,9.82,250.4,0.0,2.727,31.41
2014-09-25 15:00:00+00:00,45.73,76.2,2.515,11.23,240.7,0.0,3.985,31.21
2014-09-25 16:00:00+00:00,44.64,81.9,1.3559999999999999,6.357,251.3,0.0,3.323,31.08
2014-09-25 17:00:00+00:00,40.16,97.1,2.931,20.15,282.8,0.03,1.6680000000000001,30.68
2014-09-25 18:00:00+00:00,39.93,96.7,4.658,14.93,313.9,0.06,1.6680000000000001,30.94
2014-09-25 19:00:00+00:00,40.3,100.0,2.465,9.15,297.7,0.0,2.4090000000000003,31.14
2014-09-25 20:00:00+00:00,39.94,100.0,2.862,9.25,299.8,0.0,2.1790000000000003,31.4
2014-09-25 21:00:00+00:00,39.46,100.0,3.5580000000000003,9.86,289.5,0.05,2.053,31.34
2014-10-09 10:00:00+00:00,,,,,,,,
2014-10-09 11:00:00+00:00,,,,,,,,
2014-10-09 12:00:00+00:00,,,,,,,,
2014-10-09 13:00:00+00:00,,,,,,,,
2014-10-09 14:00:00+00:00,,,,,,,,
2014-10-09 15:00:00+00:00,,,,,,,,
2014-10-09 16:00:00+00:00,,,,,,,,
2014-10-09 17:00:00+00:00,,,,,,,,
2014-10-09 18:00:00+00:00,,,,,,,,
2014-10-09 19:00:00+00:00,,,,,,,,
2014-10-09 20:00:00+00:00,,,,,,,,
2014-10-09 21:00:00+00:00,,,,,,,,
2014-10-09 22:00:00+00:00,,,,,,,,
2014-10-09 23:00:00+00:00,,,,,,,,
2014-10-10 00:00:00+00:00,,,,,,,,
2014-10-10 01:00:00+00:00,,,,,,,,
2014-10-10 02:00:00+00:00,,,,,,,,
2014-10-10 03:00:00+00:00,,,,,,,,
2014-10-10 04:00:00+00:00,,,,,,,,
2014-10-10 05:00:00+00:00,,,,,,,,
2014-10-10 06:00:00+00:00,,,,,,,,
2014-10-10 07:00:00+00:00,,,,,,,,
2014-10-10 08:00:00+00:00,,,,,,,,
2014-10-10 09:00:00+00:00,,,,,,,,
2014-10-10 10:00:00+00:00,,,,,,,,
2014-10-10 11:00:00+00:00,,,,,,,,
2014-10-10 12:00:00+00:00,,,,,,,,
2014-10-10 13:00:00+00:00,,,,,,,,
2014-10-10 14:00:00+00:00,54.78,50.57,8.35,14.66,278.2,0.0,0.0,30.55
2014-10-10 15:00:00+00:00,54.3,52.93,8.94,20.41,295.9,0.0,0.951,30.55
2014-10-10 16:00:00+00:00,51.15,53.93,8.52,17.96,294.0,0.0,0.23399999999999999,31.21
2014-10-10 17:00:00+00:00,48.5,49.37,8.45,18.06,298.4,0.0,0.23399999999999999,31.34
2014-10-10 18:00:00+00:00,47.43,57.99,9.62,17.89,304.3,0.0,1.735,31.47
2014-10-10 19:00:00+00:00,48.03,81.5,11.66,18.26,312.0,0.0,0.0,30.68
2014-10-10 20:00:00+00:00,47.91,83.4,11.91,19.04,314.2,0.0,0.0,31.34
2014-10-10 21:00:00+00:00,47.18,87.2,10.73,18.9,307.1,0.0,0.0,31.14
2014-10-10 22:00:00+00:00,46.94,90.9,11.79,20.75,307.2,0.0,0.27699999999999997,31.14
2014-10-10 23:00:00+00:00,45.73,91.0,10.88,19.61,296.1,0.0,0.0,30.68
2014-10-11 00:00:00+00:00,44.64,97.3,10.7,20.45,299.2,0.0,0.0,31.08
2014-10-11 01:00:00+00:00,43.67,99.2,11.33,20.99,298.1,0.0,0.27699999999999997,30.94
2014-10-11 02:00:00+00:00,44.04,100.0,10.53,22.0,295.5,0.0,0.27699999999999997,30.94
2014-10-11 03:00:00+00:00,44.17,100.0,9.15,17.93,295.3,0.09,0.0,30.88
2014-10-11 04:00:00+00:00,44.29,100.0,10.64,19.75,294.6,0.05,0.0,31.21
2014-10-11 05:00:00+00:00,44.41,100.0,8.83,15.17,290.5,0.1,0.58,31.41
2014-10-11 06:00:00+00:00,44.53,100.0,9.37,18.77,284.3,0.27,0.498,30.74
2014-10-11 07:00:00+00:00,43.32,100.0,11.17,20.92,288.8,0.23,0.305,30.81
2014-10-11 08:00:00+00:00,40.05,100.0,13.81,29.1,304.3,0.12,0.305,31.14
2014-10-11 09:00:00+00:00,41.27,100.0,12.49,25.9,303.4,0.01,1.689,30.94
2014-10-11 10:00:00+00:00,40.54,100.0,15.24,26.61,307.9,0.02,0.629,30.68
2014-10-11 11:00:00+00:00,41.75,99.7,14.01,28.12,305.9,0.0,0.629,31.07
2014-10-11 12:00:00+00:00,40.3,100.0,13.3,26.91,294.9,0.0,0.496,31.34
2014-10-11 13:00:00+00:00,39.57,100.0,14.18,27.01,297.8,0.0,0.496,30.87
2014-10-11 14:00:00+00:00,40.31,100.0,12.56,24.53,279.4,0.01,0.856,30.94
2014-10-11 15:00:00+00:00,39.82,100.0,12.39,28.2,270.8,0.03,0.856,31.47
2014-10-11 16:00:00+00:00,38.25,100.0,12.38,24.73,282.2,0.42,0.7170000000000001,31.53
2014-10-11 17:00:00+00:00,38.73,100.0,13.08,28.57,285.6,0.06,0.583,31.6
2014-10-11 18:00:00+00:00,38.13,100.0,14.43,29.44,289.4,0.23,0.583,30.81
2014-10-11 19:00:00+00:00,37.52,100.0,12.68,26.18,300.5,0.13,1.113,31.27
2014-10-11 20:00:00+00:00,36.68,100.0,13.37,25.4,302.9,0.02,1.113,31.6
2014-10-11 21:00:00+00:00,36.68,100.0,11.1,20.09,285.6,0.01,2.835,31.27
2014-10-11 22:00:00+00:00,36.31,100.0,11.15,20.15,288.6,0.08,1.311,31.53
2014-10-11 23:00:00+00:00,34.98,100.0,13.65,26.31,307.9,0.01,1.311,31.14
2014-10-12 00:00:00+00:00,35.46,100.0,12.85,20.9,313.9,0.0,1.3780000000000001,31.0
2014-10-12 01:00:00+00:00,36.07,100.0,15.71,26.68,326.5,0.0,1.3780000000000001,31.0
2014-10-12 02:00:00+00:00,37.04,100.0,16.35,26.58,319.6,0.02,3.033,31.4
2014-10-12 03:00:00+00:00,35.95,100.0,16.03,27.36,322.9,0.01,1.311,31.2
2014-10-12 04:00:00+00:00,35.46,100.0,15.06,25.61,324.9,0.02,1.311,31.53
2014-10-12 05:00:00+00:00,35.71,100.0,13.89,23.08,325.5,0.0,0.0,31.27
2014-10-12 06:00:00+00:00,34.98,98.1,12.31,20.9,325.3,0.0,0.0,31.14
2014-10-12 07:00:00+00:00,36.68,75.0,12.36,22.24,342.1,0.0,1.642,31.14
2014-10-12 08:00:00+00:00,36.43,87.0,0.8109999999999999,9.93,32.18,0.0,2.702,31.53
2014-10-12 09:00:00+00:00,37.52,95.2,-0.006999999999999999,0.135,41.92,0.0,2.702,31.53
2014-10-12 10:00:00+00:00,39.83,88.6,-0.004,0.23600000000000002,60.22,0.0,2.437,31.6
2014-10-12 11:00:00+00:00,42.84,85.7,0.011000000000000001,0.6729999999999999,81.7,0.0,2.339,31.54
2014-10-12 12:00:00+00:00,41.38,90.6,0.145,2.4219999999999997,141.6,0.0,2.3040000000000003,30.68
2014-10-12 13:00:00+00:00,43.44,90.3,0.043,1.0090000000000001,76.8,0.0,0.0,31.01
2014-10-12 14:00:00+00:00,42.95,90.4,0.44799999999999995,3.969,203.8,0.0,0.0,31.21
2014-10-12 15:00:00+00:00,45.01,85.9,0.114,2.153,182.7,0.0,0.0,31.41
2014-10-12 16:00:00+00:00,43.19,81.5,-0.003,0.40399999999999997,203.4,0.0,0.0,30.75
2014-10-12 17:00:00+00:00,43.43,42.85,-0.008,0.0,144.6,0.0,0.145,31.54
2014-10-12 18:00:00+00:00,43.56,34.85,-0.009000000000000001,0.034,136.0,0.0,0.145,31.54
2014-10-12 19:00:00+00:00,45.14,58.81,0.034,1.379,102.2,0.0,3.8739999999999997,31.4
2014-10-12 20:00:00+00:00,46.23,52.35,0.05,2.254,14.34,0.0,0.033,31.4
2014-10-12 21:00:00+00:00,46.7,51.94,0.29,2.2880000000000003,324.4,0.0,0.033,31.21
2014-10-12 22:00:00+00:00,44.88,45.95,0.49,4.507,319.7,0.0,1.861,31.28
2014-10-12 23:00:00+00:00,47.19,22.67,0.7759999999999999,8.28,330.1,0.0,4.581,31.34
2014-10-13 00:00:00+00:00,46.23,20.45,2.181,6.7620000000000005,323.6,0.0,5.4110000000000005,31.14
2014-10-13 01:00:00+00:00,47.8,18.43,3.28,8.81,324.9,0.0,5.676,30.94
2014-10-13 02:00:00+00:00,48.76,17.22,4.708,9.82,327.4,0.0,6.037999999999999,31.41
2014-10-13 03:00:00+00:00,49.85,13.05,3.202,7.87,341.2,0.0,3.2569999999999997,30.68
2014-10-13 04:00:00+00:00,48.88,16.41,1.795,8.21,335.5,0.0,3.2569999999999997,31.47
2014-10-13 05:00:00+00:00,50.33,11.17,0.327,3.7,321.8,0.0,4.912,30.75
2014-10-13 06:00:00+00:00,51.18,16.82,0.478,5.18,14.81,0.0,4.978,31.47
2014-10-13 07:00:00+00:00,52.27,14.6,0.853,8.38,350.7,0.0,4.978,30.55
2014-10-13 08:00:00+00:00,54.21,23.55,2.739,8.68,333.6,0.0,4.713,31.41
2014-10-13 09:00:00+00:00,54.56,25.02,2.342,9.05,300.3,0.0,4.275,31.28
2014-10-13 10:00:00+00:00,56.37,33.56,2.18,9.55,278.0,0.0,3.103,30.75
2014-10-13 11:00:00+00:00,57.09,32.42,4.566,13.65,280.6,0.0,2.925,31.08
2014-10-13 12:00:00+00:00,55.15,28.25,7.78,15.43,272.8,0.0,2.925,31.28
2014-10-13 13:00:00+00:00,55.27,32.21,5.935,16.01,251.8,0.0,3.412,31.41
2014-10-13 14:00:00+00:00,56.84,32.55,5.832000000000001,18.59,251.4,0.0,3.404,30.95
2014-10-13 15:00:00+00:00,55.27,35.91,5.452999999999999,11.47,272.3,0.0,3.404,30.95
2014-10-13 16:00:00+00:00,51.76,32.95,5.809,11.13,261.1,0.0,3.992,30.68
2014-10-13 17:00:00+00:00,48.39,34.78,7.25,13.62,279.0,0.0,3.992,31.48
2014-10-13 18:00:00+00:00,47.79,30.41,5.813,14.53,294.4,0.0,4.745,31.34
2014-10-13 19:00:00+00:00,48.03,31.15,6.732,12.95,285.6,0.0,4.846,31.08
2014-10-13 20:00:00+00:00,46.58,32.83,5.837999999999999,12.85,292.9,0.0,4.846,31.14
2014-10-13 21:00:00+00:00,46.1,34.91,7.61,17.79,289.5,0.0,5.1739999999999995,31.08
2014-10-13 22:00:00+00:00,44.77,49.65,9.04,17.05,277.4,0.0,3.8289999999999997,31.47
2014-10-13 23:00:00+00:00,44.53,65.73,9.25,24.09,271.6,0.0,3.8289999999999997,31.21
2014-10-14 00:00:00+00:00,41.99,93.7,8.34,21.46,268.2,0.0,1.033,31.41
2014-10-14 01:00:00+00:00,39.33,100.0,9.89,20.19,290.4,0.1,0.894,31.54
2014-10-14 02:00:00+00:00,37.16,100.0,12.72,22.68,304.6,0.05,0.894,31.14
2014-10-14 03:00:00+00:00,36.07,100.0,14.56,29.64,301.2,0.04,0.9840000000000001,31.6
2014-10-14 04:00:00+00:00,36.07,100.0,10.67,21.23,287.9,0.08,1.3780000000000001,30.87
2014-10-14 05:00:00+00:00,34.86,100.0,10.34,23.49,287.8,0.09,0.848,31.6
2014-10-14 06:00:00+00:00,35.1,100.0,7.49,15.95,283.1,0.07,0.848,31.14
2014-10-14 07:00:00+00:00,35.71,100.0,5.606,11.07,292.3,0.02,1.841,30.87
2014-10-14 08:00:00+00:00,37.16,100.0,5.202000000000001,13.29,292.4,0.0,4.4239999999999995,31.4
2014-10-14 09:00:00+00:00,38.25,100.0,4.609,11.04,300.4,0.0,3.563,30.94
2014-10-14 10:00:00+00:00,39.34,100.0,0.27899999999999997,3.533,292.7,0.0,3.563,31.2
2014-10-14 11:00:00+00:00,38.73,99.5,0.038,1.4469999999999998,215.8,0.0,3.977,31.34
2014-10-14 12:00:00+00:00,39.21,99.1,0.365,4.777,155.5,0.09,2.987,31.14
2014-10-14 13:00:00+00:00,38.98,100.0,0.423,11.17,61.5,0.18,0.72,30.81
2014-10-14 14:00:00+00:00,38.73,100.0,3.222,15.21,269.2,0.1,0.72,30.81
2014-10-14 15:00:00+00:00,38.25,100.0,3.29,23.45,246.0,0.18,0.0,31.47
2014-10-14 16:00:00+00:00,37.77,99.1,4.38,14.47,294.8,0.0,0.0,31.14
2014-10-14 17:00:00+00:00,37.52,97.6,5.769,13.39,324.0,0.0,0.45,31.27
2014-10-14 18:00:00+00:00,38.25,92.7,3.051,8.71,342.7,0.0,0.45,31.6
2014-10-14 19:00:00+00:00,38.25,93.4,1.508,12.05,192.9,0.0,1.113,31.6
2014-10-14 20:00:00+00:00,38.25,94.1,0.0,0.5379999999999999,43.12,0.0,0.914,30.81
2014-10-14 21:00:00+00:00,38.13,98.1,2.801,11.34,76.1,0.03,0.251,31.14
2014-10-14 22:00:00+00:00,37.89,100.0,2.63,11.68,107.1,0.03,0.0,31.6
2014-10-14 23:00:00+00:00,37.64,100.0,2.396,11.34,183.6,0.06,0.0,31.6
2014-10-15 00:00:00+00:00,37.52,100.0,3.1719999999999997,10.77,256.8,0.0,0.0,31.2
2014-10-15 01:00:00+00:00,36.8,100.0,2.67,11.47,223.5,0.0,2.239,30.81
2014-10-15 02:00:00+00:00,36.19,100.0,4.398,12.92,257.5,0.03,0.649,31.6
2014-10-15 03:00:00+00:00,35.34,100.0,4.497,12.08,244.0,0.02,0.649,31.27
2014-10-15 04:00:00+00:00,33.65,100.0,7.18,15.95,274.7,0.1,1.642,31.27
2014-10-15 05:00:00+00:00,33.77,100.0,8.07,17.13,283.6,0.0,2.1719999999999997,31.47
2014-10-15 06:00:00+00:00,33.53,100.0,8.23,16.66,279.9,0.02,3.668,31.2
2014-10-15 07:00:00+00:00,32.69,100.0,7.11,17.87,282.3,0.03,1.535,31.33
2014-10-15 08:00:00+00:00,32.93,100.0,9.42,20.63,281.0,0.06,1.535,31.47
2014-10-15 09:00:00+00:00,32.33,100.0,10.82,20.39,278.7,0.07,0.0,31.46
2014-10-15 10:00:00+00:00,32.22,100.0,11.49,28.57,280.9,0.03,0.0,31.4
2014-10-15 11:00:00+00:00,31.98,100.0,12.2,22.52,282.5,0.02,0.0,31.53
2014-10-15 12:00:00+00:00,32.34,100.0,11.55,21.81,275.1,0.03,0.0,31.6
2014-10-15 13:00:00+00:00,33.43,100.0,12.34,26.12,281.7,0.07,1.227,30.8
2014-10-15 14:00:00+00:00,33.54,100.0,11.32,22.52,288.5,0.12,1.227,30.67
2014-10-15 15:00:00+00:00,33.66,100.0,11.16,22.72,284.7,0.11,1.3969999999999998,31.07
2014-10-15 16:00:00+00:00,33.42,100.0,10.6,19.28,277.4,0.09,1.0659999999999998,31.07
2014-10-15 17:00:00+00:00,32.93,100.0,11.45,26.52,283.2,0.06,0.934,31.13
2014-10-15 18:00:00+00:00,33.54,100.0,10.79,22.24,282.5,0.09,0.934,31.2
2014-10-15 19:00:00+00:00,33.66,100.0,9.67,18.71,281.0,0.04,1.0070000000000001,30.87
2014-10-15 20:00:00+00:00,33.18,100.0,7.9,14.84,276.7,0.11,1.0070000000000001,30.94
2014-10-15 21:00:00+00:00,33.05,100.0,5.001,12.01,283.4,0.09,2.193,30.94
2014-10-15 22:00:00+00:00,33.66,100.0,5.901,14.2,300.4,0.01,1.672,31.2
2014-10-15 23:00:00+00:00,33.54,100.0,6.002999999999999,14.5,293.4,0.03,1.6640000000000001,31.07
2014-10-16 00:00:00+00:00,32.93,100.0,5.596,9.96,296.4,0.02,1.538,31.6
2014-10-16 01:00:00+00:00,33.17,100.0,2.739,8.75,311.6,0.0,1.538,31.53
2014-10-16 02:00:00+00:00,31.6,99.2,4.4110000000000005,10.43,334.1,0.0,1.609,31.4
2014-10-16 03:00:00+00:00,31.97,98.0,4.253,7.57,323.7,0.0,1.8630000000000002,31.0
2014-10-16 04:00:00+00:00,32.34,96.8,1.514,6.731,317.1,0.0,1.9569999999999999,31.6
2014-10-16 05:00:00+00:00,32.81,94.2,1.203,11.48,327.2,0.0,1.9169999999999998,31.6
2014-10-16 06:00:00+00:00,32.57,89.7,0.042,1.716,47.28,0.0,1.7269999999999999,31.4
2014-10-16 07:00:00+00:00,33.66,97.6,0.032,1.514,103.8,0.0,1.7269999999999999,31.2
2014-10-16 08:00:00+00:00,35.48,87.8,0.061,1.4809999999999999,122.8,0.0,1.729,31.0
2014-10-16 09:00:00+00:00,39.1,86.2,0.040999999999999995,2.086,118.7,0.03,2.0380000000000003,31.6
2014-10-16 10:00:00+00:00,41.16,76.1,0.596,5.148,150.4,0.0,0.384,30.81
2014-10-16 11:00:00+00:00,41.28,70.1,0.835,4.408,140.2,0.01,0.384,31.07
2014-10-16 12:00:00+00:00,41.88,59.02,1.16,7.57,160.3,0.02,0.715,31.47
2014-10-16 13:00:00+00:00,44.3,59.82,0.499,5.921,177.8,0.0,0.0,31.4
2014-10-16 14:00:00+00:00,45.5,65.4,1.534,8.17,134.2,0.0,0.0,31.34
2014-10-16 15:00:00+00:00,45.74,62.7,3.125,9.25,145.8,0.0,1.05,31.47
2014-10-16 16:00:00+00:00,43.55,61.55,1.537,6.459,111.5,0.0,1.05,31.28
2014-10-16 17:00:00+00:00,42.1,62.03,3.577,13.93,90.9,0.0,1.526,31.21
2014-10-16 18:00:00+00:00,42.96,59.68,7.36,12.65,81.4,0.0,1.526,31.14
2014-10-16 19:00:00+00:00,43.93,59.34,6.349,13.52,87.1,0.0,2.019,31.34
2014-10-16 20:00:00+00:00,44.05,60.82,7.1,13.49,89.1,0.0,1.158,30.68
2014-10-16 21:00:00+00:00,43.93,57.86,8.93,20.42,85.1,0.0,1.158,30.81
2014-10-16 22:00:00+00:00,44.9,54.77,9.97,17.9,87.0,0.0,1.423,31.4
2014-10-16 23:00:00+00:00,44.78,56.59,7.86,17.06,86.6,0.0,1.423,31.07
2014-10-17 00:00:00+00:00,45.25,53.48,7.44,17.09,80.1,0.0,1.452,30.88
2014-10-17 01:00:00+00:00,45.85,53.89,3.972,11.84,76.9,0.0,1.452,31.21
2014-10-17 02:00:00+00:00,44.64,65.79,0.496,5.113,68.6,0.0,0.674,30.68
2014-10-17 03:00:00+00:00,43.2,79.5,0.292,5.2139999999999995,24.81,0.03,0.674,31.01
2014-10-17 04:00:00+00:00,43.32,76.8,0.18600000000000003,2.187,344.1,0.01,0.8420000000000001,31.14
2014-10-17 05:00:00+00:00,41.63,77.6,0.251,3.196,339.8,0.05,0.894,30.61
2014-10-17 06:00:00+00:00,43.94,70.7,0.45399999999999996,3.8689999999999998,7.88,0.0,1.6219999999999999,30.81
2014-10-17 07:00:00+00:00,44.78,60.56,0.8809999999999999,6.527,180.1,0.0,1.6680000000000001,31.47
2014-10-17 08:00:00+00:00,41.87,73.3,2.4930000000000003,10.6,90.6,0.0,2.218,30.68
2014-10-17 09:00:00+00:00,42.96,71.3,4.632,11.81,77.7,0.01,0.8270000000000001,30.74
2014-10-17 10:00:00+00:00,44.17,71.1,1.7369999999999999,7.2,68.57,0.0,0.8270000000000001,31.54
2014-10-17 11:00:00+00:00,46.35,58.81,0.858,6.526,308.8,0.0,0.96,31.34
2014-10-17 12:00:00+00:00,45.61,60.61,0.759,5.718999999999999,277.9,0.0,0.96,31.08
2014-10-17 13:00:00+00:00,43.79,77.6,1.6480000000000001,8.75,243.1,0.02,1.071,31.47
2014-10-17 14:00:00+00:00,41.26,92.5,0.982,6.928999999999999,256.4,0.06,0.765,30.94
2014-10-17 15:00:00+00:00,41.02,100.0,4.942,15.88,239.6,0.09,0.359,31.4
2014-10-17 16:00:00+00:00,41.63,100.0,4.73,15.17,231.9,0.07,0.354,31.21
2014-10-17 17:00:00+00:00,41.99,100.0,5.992999999999999,12.58,237.4,0.05,0.231,31.47
2014-10-17 18:00:00+00:00,42.23,100.0,4.218,10.06,239.1,0.01,0.231,31.01
2014-10-17 19:00:00+00:00,42.35,100.0,3.145,11.17,257.6,0.02,0.0,31.07
2014-10-17 20:00:00+00:00,42.6,100.0,5.63,14.94,259.0,0.07,0.0,31.14
2014-10-17 21:00:00+00:00,42.72,100.0,4.955,13.22,273.7,0.06,0.231,30.81
2014-10-17 22:00:00+00:00,42.96,100.0,4.883,15.48,292.0,0.02,0.0,30.74
2014-10-17 23:00:00+00:00,43.2,100.0,5.375,11.67,277.6,0.0,0.0,31.54
2014-10-18 00:00:00+00:00,43.2,100.0,4.4639999999999995,11.44,283.4,0.03,0.231,31.21
2014-10-18 01:00:00+00:00,43.44,100.0,3.877,8.71,287.8,0.01,0.099,31.01
2014-10-18 02:00:00+00:00,43.44,100.0,4.363,10.29,287.9,0.02,0.099,30.88
2014-10-18 03:00:00+00:00,43.57,100.0,5.584,11.57,283.0,0.0,0.231,31.47
2014-10-18 04:00:00+00:00,43.2,100.0,5.206,10.5,279.1,0.0,0.231,30.81
2014-10-18 05:00:00+00:00,43.69,100.0,5.34,11.64,283.2,0.01,0.297,30.88
2014-10-18 06:00:00+00:00,43.81,100.0,4.974,12.82,285.7,0.03,0.629,30.81
2014-10-18 07:00:00+00:00,43.93,100.0,4.659,9.22,286.2,0.05,0.629,31.4
2014-10-18 08:00:00+00:00,44.05,100.0,5.894,11.61,289.5,0.0,0.503,31.01
2014-10-18 09:00:00+00:00,45.01,100.0,4.336,8.11,287.8,0.03,0.503,30.68
2014-10-18 10:00:00+00:00,45.25,100.0,3.002,6.526,280.0,0.04,0.647,31.08
2014-10-18 11:00:00+00:00,45.01,100.0,4.832,10.02,263.7,0.0,0.34299999999999997,30.94
2014-10-18 12:00:00+00:00,46.34,100.0,3.179,8.64,248.2,0.02,0.34299999999999997,30.81
2014-10-18 13:00:00+00:00,47.31,100.0,2.23,8.71,241.7,0.0,1.403,31.01
2014-10-18 14:00:00+00:00,48.52,97.7,0.605,5.146,268.5,0.0,1.403,31.01
2014-10-18 15:00:00+00:00,52.03,85.7,0.364,4.137,248.3,0.0,0.0,31.41
2014-10-18 16:00:00+00:00,51.05,84.1,0.073,2.085,214.5,0.0,0.0,31.08
2014-10-18 17:00:00+00:00,48.26,87.6,0.5920000000000001,4.607,102.7,0.0,0.0,31.01
