,Temperature_m,Relative_Humidity_m,Temperature_tl,Relative_Humidity_tl,Wind_Speed_Average_tl,Wind_Speed_Maximum_tl,Wind_Direction_(deg.)_tl,precip,depth,pressure,above,below,near,storm_slabs,wet_slabs,persistent,wind_slab,loose_wet,glide,cornices,loose_dry
2014-09-23 09:00:00,56.67,58.58,54.18,60.46,0.5720000000000001,6.9270000000000005,267.7,0.0,10.0,1015.629,,,,,,,,,,,
2014-09-23 10:00:00,56.67,58.58,54.18,60.46,0.5720000000000001,6.9270000000000005,267.7,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-23 11:00:00,55.82,55.47,53.69,60.46,2.113,8.54,253.8,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-23 12:00:00,57.04,59.4,54.79,64.29,3.683,12.17,236.7,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-23 13:00:00,55.58,64.75,53.57,70.4,5.4220000000000015,16.64,252.7,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-23 14:00:00,55.58,69.35,53.71,73.1,3.443,11.87,265.8,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-23 15:00:00,56.31,68.2,54.19,74.3,2.325,10.93,259.6,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-23 16:00:00,55.58,69.35,53.34,72.2,1.95,11.5,267.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-23 17:00:00,56.92,66.24,54.31,72.0,2.354,10.22,258.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-23 18:00:00,56.8,64.27,53.83,70.8,2.7510000000000003,10.66,287.3,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-23 19:00:00,54.85,73.76,53.34,76.3,0.444,3.867,303.6,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-23 20:00:00,55.34,70.17,56.61,61.95,0.574,5.549,83.9,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-23 21:00:00,54.73,72.74,55.88,65.84,0.414,5.784,112.8,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-23 22:00:00,53.14,79.24,54.3,71.4,0.234,3.3960000000000004,97.6,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-23 23:00:00,53.15,80.7,52.37,80.2,0.991,7.16,178.5,0.01,10.0,1019.431,,,,,,,,,,,
2014-09-24 00:00:00,53.64,80.3,52.62,78.6,0.162,2.859,315.3,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-24 01:00:00,53.15,80.4,48.99,96.3,3.37,9.22,311.4,0.01,10.0,1019.431,,,,,,,,,,,
2014-09-24 02:00:00,47.67,89.1,44.76,100.0,10.17,23.95,300.7,0.08,10.0,1019.431,,,,,,,,,,,
2014-09-24 03:00:00,46.33,92.8,44.16,100.0,11.77,23.44,294.4,0.11,10.0,1019.431,,,,,,,,,,,
2014-09-24 04:00:00,46.33,90.4,43.8,100.0,10.92,24.45,292.8,0.02,10.0,1019.431,,,,,,,,,,,
2014-09-24 05:00:00,46.69,90.1,44.04,100.0,10.39,19.95,293.6,0.03,10.0,1019.431,,,,,,,,,,,
2014-09-24 06:00:00,46.94,91.7,44.29,100.0,9.19,21.06,287.2,0.01,10.0,1019.431,,,,,,,,,,,
2014-09-24 07:00:00,46.57,91.2,44.04,100.0,8.65,22.81,280.2,0.02,10.0,1019.431,,,,,,,,,,,
2014-09-24 08:00:00,45.72,88.9,42.72,99.1,6.283,16.01,277.0,0.01,10.0,1019.431,,,,,,,,,,,
2014-09-24 09:00:00,45.72,91.0,43.57,100.0,5.301,15.0,268.4,0.01,10.0,1019.431,,,,,,,,,,,
2014-09-24 10:00:00,45.84,95.0,43.44,100.0,2.061,7.64,235.2,0.04,10.0,1019.431,,,,,,,,,,,
2014-09-24 11:00:00,45.6,93.4,43.31,100.0,2.496,11.03,242.7,0.03,10.0,1019.431,,,,,,,,,,,
2014-09-24 12:00:00,45.96,90.8,43.92,99.6,0.735,5.853,230.5,0.01,10.0,1019.431,,,,,,,,,,,
2014-09-24 13:00:00,46.57,91.2,44.16,98.8,1.646,10.93,249.8,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-24 14:00:00,46.57,93.1,44.28,100.0,2.195,9.28,272.8,0.02,10.0,1019.431,,,,,,,,,,,
2014-09-24 15:00:00,46.08,93.1,44.04,100.0,2.369,12.21,269.9,0.03,10.0,1019.431,,,,,,,,,,,
2014-09-24 16:00:00,46.45,89.6,43.79,99.0,3.576,11.91,281.3,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-24 17:00:00,46.33,88.3,43.67,99.2,2.256,8.95,282.3,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-24 18:00:00,45.96,91.2,43.55,98.8,1.6269999999999998,10.12,300.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-24 19:00:00,45.11,91.7,42.7,98.2,0.233,4.205,212.1,0.05,10.0,1019.431,,,,,,,,,,,
2014-09-24 20:00:00,44.01,92.5,41.63,98.6,0.705,7.33,252.2,0.04,10.0,1019.431,,,,,,,,,,,
2014-09-24 21:00:00,43.4,92.5,41.51,99.3,0.87,7.67,67.47,0.04,10.0,1019.431,,,,,,,,,,,
2014-09-24 22:00:00,43.28,92.9,41.14,98.8,0.421,6.526,185.0,0.03,10.0,1019.431,,,,,,,,,,,
2014-09-24 23:00:00,42.8,90.4,41.02,96.1,0.261,5.247999999999998,57.7,0.01,10.0,1019.431,,,,,,,,,,,
2014-09-25 00:00:00,42.19,93.9,40.78,97.0,1.481,8.44,64.32,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-25 01:00:00,42.56,91.2,40.42,98.2,0.907,8.75,45.3,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-25 02:00:00,42.32,93.6,40.42,98.1,0.6459999999999999,7.37,296.1,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-25 03:00:00,42.8,90.0,40.54,98.4,0.118,2.59,319.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-25 04:00:00,42.43,92.4,40.17,99.9,0.035,3.028,200.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-25 05:00:00,42.55,90.7,39.93,98.7,0.114,2.456,276.4,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-25 06:00:00,41.21,92.9,39.69,99.5,0.147,2.187,319.9,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-25 07:00:00,42.06,93.2,40.42,97.3,0.024,1.009,8.46,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-25 08:00:00,43.03,90.0,41.26,97.5,0.012,1.211,36.14,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-25 09:00:00,44.13,88.7,41.02,98.2,0.011,1.245,248.0,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-25 10:00:00,44.38,87.0,42.22,96.4,0.06,1.918,262.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-25 11:00:00,44.86,79.05,41.37,91.0,0.339,3.195,281.1,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-25 12:00:00,46.57,74.51,43.67,87.8,0.6559999999999999,3.565,264.3,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-25 13:00:00,46.32,76.54,45.01,84.8,1.605,8.17,271.3,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-25 14:00:00,47.42,71.87,44.04,79.2,3.114,9.82,250.4,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-25 15:00:00,47.3,73.29,45.73,76.2,2.515,11.23,240.7,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-25 16:00:00,47.67,72.01,44.64,81.9,1.356,6.357,251.3,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-25 17:00:00,43.77,84.0,40.16,97.1,2.931,20.15,282.8,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-25 18:00:00,43.16,84.0,39.93,96.7,4.658,14.93,313.9,0.04,10.0,1019.431,,,,,,,,,,,
2014-09-25 19:00:00,43.04,88.1,40.3,100.0,2.465,9.15,297.7,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-25 20:00:00,42.8,88.3,39.94,100.0,2.862,9.25,299.8,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-25 21:00:00,42.31,87.9,39.46,100.0,3.5580000000000003,9.86,289.5,0.01,10.0,1019.431,,,,,,,,,,,
2014-09-25 22:00:00,42.31,90.0,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-25 23:00:00,42.19,89.0,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-26 00:00:00,42.06,88.9,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-26 01:00:00,41.33,87.5,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-26 02:00:00,41.09,82.6,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-26 03:00:00,41.58,86.0,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-26 04:00:00,41.33,85.7,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-26 05:00:00,41.57,84.3,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-26 06:00:00,41.69,82.9,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-26 07:00:00,42.68,79.74,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-26 08:00:00,44.99,73.84,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-26 09:00:00,46.2,76.34,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-26 10:00:00,46.33,76.14,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-26 11:00:00,47.18,73.63,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-26 12:00:00,48.75,72.67,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-26 13:00:00,47.04,75.99,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-26 14:00:00,50.34,66.38,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-26 15:00:00,49.12,69.77,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-26 16:00:00,48.15,72.01,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-26 17:00:00,46.45,80.3,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-26 18:00:00,43.64,84.5,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-26 19:00:00,41.82,90.0,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-26 20:00:00,41.22,89.8,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-26 21:00:00,40.0,88.6,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-26 22:00:00,39.63,85.9,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-26 23:00:00,39.63,85.0,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-27 00:00:00,39.63,82.5,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-27 01:00:00,39.15,83.7,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-27 02:00:00,40.0,81.7,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-27 03:00:00,39.15,86.4,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-27 04:00:00,39.88,86.1,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-27 05:00:00,39.27,87.9,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-27 06:00:00,38.9,87.9,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-27 07:00:00,42.68,86.0,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-27 08:00:00,47.91,80.5,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-27 09:00:00,51.08,68.89,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-27 10:00:00,52.77,66.44,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-27 11:00:00,52.41,54.32,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-27 12:00:00,53.13,52.21,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-27 13:00:00,54.59,55.67,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-27 14:00:00,53.87,47.88,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-27 15:00:00,53.63,51.74,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-27 16:00:00,53.02,54.45,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-27 17:00:00,51.32,57.17,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-27 18:00:00,51.45,59.75,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-27 19:00:00,50.72,61.98,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-27 20:00:00,50.96,59.95,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-27 21:00:00,51.08,60.42,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-27 22:00:00,50.96,58.73,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-27 23:00:00,51.57,57.58,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-28 00:00:00,50.96,60.35,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-28 01:00:00,50.96,58.73,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-28 02:00:00,50.47,61.91,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-28 03:00:00,50.59,59.0,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-28 04:00:00,48.03,70.38,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-28 05:00:00,50.47,51.89,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-28 06:00:00,50.84,56.02,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-28 07:00:00,49.86,62.66,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-28 08:00:00,52.54,54.6,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-28 09:00:00,53.51,54.05,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-28 10:00:00,54.48,56.08,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-28 11:00:00,54.11,60.41,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-28 12:00:00,56.66,56.0,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-28 13:00:00,57.51,53.36,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-28 14:00:00,58.75,54.86,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-28 15:00:00,56.31,59.8,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-28 16:00:00,56.31,61.77,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-28 17:00:00,54.48,64.21,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-28 18:00:00,50.46,78.57,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-28 19:00:00,47.91,83.5,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-28 20:00:00,46.81,84.9,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-28 21:00:00,46.45,82.4,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-28 22:00:00,45.23,74.65,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-28 23:00:00,44.62,68.35,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-29 00:00:00,43.9,61.92,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-29 01:00:00,44.02,57.65,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-29 02:00:00,44.39,55.01,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-29 03:00:00,43.29,57.65,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-29 04:00:00,42.68,54.95,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-29 05:00:00,42.32,57.52,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-29 06:00:00,46.81,41.46,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-29 07:00:00,51.94,38.07,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-29 08:00:00,53.63,47.55,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-29 09:00:00,53.99,59.94,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-29 10:00:00,54.97,46.46,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-29 11:00:00,57.27,47.27,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-29 12:00:00,53.38,59.66,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-29 13:00:00,51.8,61.9,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-29 14:00:00,47.53,77.42,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-29 15:00:00,46.2,89.8,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-29 16:00:00,45.84,92.6,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-29 17:00:00,44.86,94.6,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-29 18:00:00,45.23,93.0,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-29 19:00:00,44.62,93.3,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-29 20:00:00,42.92,92.7,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-29 21:00:00,39.88,93.7,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-29 22:00:00,39.02,88.9,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-29 23:00:00,38.41,92.5,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-30 00:00:00,37.32,89.9,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-30 01:00:00,37.32,85.6,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-30 02:00:00,38.05,85.1,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-30 03:00:00,37.44,90.4,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-30 04:00:00,36.59,93.2,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-30 05:00:00,37.08,93.2,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-30 06:00:00,37.07,89.8,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-30 07:00:00,38.66,85.9,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-30 08:00:00,38.41,87.5,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-30 09:00:00,38.29,92.1,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-30 10:00:00,40.49,86.8,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-30 11:00:00,41.33,86.7,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-30 12:00:00,41.45,79.32,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-30 13:00:00,40.6,77.02,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-30 14:00:00,41.08,79.86,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-30 15:00:00,41.69,78.44,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-30 16:00:00,40.48,80.8,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-30 17:00:00,41.34,77.84,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-30 18:00:00,40.0,82.8,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-30 19:00:00,39.63,86.9,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-30 20:00:00,39.02,88.1,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-30 21:00:00,37.44,90.4,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-30 22:00:00,34.52,92.8,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-09-30 23:00:00,33.17,91.9,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-10-01 00:00:00,32.7,90.5,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.431,,,,,,,,,,,
2014-10-01 01:00:00,32.7,90.5,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.597,,,,,,,,,,,
2014-10-01 02:00:00,32.22,89.5,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.597,,,,,,,,,,,
2014-10-01 03:00:00,31.37,90.3,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.597,,,,,,,,,,,
2014-10-01 04:00:00,31.0,89.6,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.597,,,,,,,,,,,
2014-10-01 05:00:00,31.61,87.4,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.597,,,,,,,,,,,
2014-10-01 06:00:00,31.73,86.1,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.597,,,,,,,,,,,
2014-10-01 07:00:00,33.93,84.6,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.597,,,,,,,,,,,
2014-10-01 08:00:00,39.51,76.02,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.597,,,,,,,,,,,
2014-10-01 09:00:00,40.85,76.29,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.597,,,,,,,,,,,
2014-10-01 10:00:00,43.65,71.95,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.597,,,,,,,,,,,
2014-10-01 11:00:00,45.09,76.47,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.597,,,,,,,,,,,
2014-10-01 12:00:00,48.63,71.05,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.597,,,,,,,,,,,
2014-10-01 13:00:00,49.85,71.99,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.597,,,,,,,,,,,
2014-10-01 14:00:00,50.1,67.39,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.597,,,,,,,,,,,
2014-10-01 15:00:00,47.66,76.81,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.597,,,,,,,,,,,
2014-10-01 16:00:00,45.84,80.5,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.597,,,,,,,,,,,
2014-10-01 17:00:00,43.16,86.1,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.597,,,,,,,,,,,
2014-10-01 18:00:00,40.73,81.5,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.597,,,,,,,,,,,
2014-10-01 19:00:00,42.68,49.05,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.597,,,,,,,,,,,
2014-10-01 20:00:00,41.71,39.16,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.597,,,,,,,,,,,
2014-10-01 21:00:00,44.88,29.67,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.597,,,,,,,,,,,
2014-10-01 22:00:00,48.41,19.17,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.597,,,,,,,,,,,
2014-10-01 23:00:00,43.89,30.35,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.597,,,,,,,,,,,
2014-10-02 00:00:00,45.36,26.83,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.597,,,,,,,,,,,
2014-10-02 01:00:00,46.08,20.59,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.597,,,,,,,,,,,
2014-10-02 02:00:00,47.79,28.18,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.597,,,,,,,,,,,
2014-10-02 03:00:00,41.21,36.92,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.597,,,,,,,,,,,
2014-10-02 04:00:00,42.43,44.64,54.78,50.57,8.35,14.66,278.2,0.0,10.0,1019.597,,,,,,,,,,,
