Date/Time (PST),Battery Voltage (v),Temperature (deg F),Relative Humidity (%),Wind Speed Minimum (mph),Wind Speed Average (mph),Wind Speed Maximum (mph),Wind Direction (deg.)
2017-05-04 16:00,13.29,52.6,74.7,0.0,0.654,4.834,3.168
2017-05-04 15:00,13.29,52.84,63.0,0.0,0.479,5.949,7.324
2017-05-04 14:00,13.29,54.76,66.43,0.0,0.304,3.379,34.88
2017-05-04 13:00,13.29,56.22,58.32,0.0,0.313,3.886,69.72
2017-05-04 12:00,13.29,55.85,54.33,0.0,0.3,2.196,61.28
2017-05-04 11:00,13.29,54.64,59.27,0.0,0.267,2.196,46.4
2017-05-04 10:00,13.29,55.85,56.43,0.0,0.377,3.041,51.39
2017-05-04 09:00,13.29,54.16,59.2,0.0,0.308,2.569,41.07
2017-05-04 08:00,13.29,53.21,64.09,0.0,0.538,4.225,14.58
2017-05-04 07:00,13.29,52.01,68.43,0.0,0.236,1.488,7.287
2017-05-04 06:00,13.29,51.05,70.26,0.0,0.319,1.826,7.998
2017-05-04 05:00,13.29,48.98,74.86,0.0,0.466,1.86,7.988
2017-05-04 04:00,13.29,48.13,79.12,0.0,0.35,1.961,7.696
2017-05-04 03:00,13.29,48.49,76.55,0.0,0.466,2.164,7.599
2017-05-04 02:00,13.29,50.56,76.62,0.0,0.381,2.029,8.15
2017-05-04 01:00,13.29,49.59,78.17,0.0,0.303,1.893,8.36
2017-05-04 00:00,13.29,51.05,76.48,0.0,0.429,1.927,8.83
2017-05-03 23:00,13.29,50.56,75.54,0.0,0.416,1.893,9.2
2017-05-03 22:00,13.29,50.91,70.05,0.0,0.389,1.825,9.28
2017-05-03 21:00,13.29,52.25,66.66,0.0,0.39,1.758,9.29
2017-05-03 20:00,13.29,52.11,66.59,0.0,0.416,1.893,9.44
2017-05-03 19:00,13.29,51.75,64.22,0.0,0.417,1.893,9.52
2017-05-03 18:00,13.29,50.53,76.19,0.0,0.383,1.927,9.52
2017-05-03 17:00,13.29,50.53,76.25,0.0,0.272,1.724,9.28
2017-05-03 16:00,13.29,51.14,62.13,0.0,0.312,1.994,5.017
2017-05-03 15:00,13.29,50.54,64.84,0.0,0.309,1.893,4.806
2017-05-03 14:00,13.29,50.18,72.27,0.0,0.257,3.211,12.43
2017-05-03 13:00,13.29,49.56,81.2,0.0,0.375,3.245,17.78
2017-05-03 12:00,13.29,50.17,76.32,0.0,0.4,3.143,9.16
2017-05-03 11:00,13.29,49.19,68.35,0.0,0.275,1.69,7.123
2017-05-03 10:00,13.29,47.86,73.01,0.0,0.274,1.318,290.2
2017-05-03 09:00,13.29,48.48,70.25,0.0,0.223,1.386,266.0
2017-05-03 08:00,13.29,47.64,74.12,0.0,0.21,1.319,247.8
2017-05-03 07:00,13.29,46.93,73.18,0.0,0.234,1.454,311.6
2017-05-03 06:00,13.28,45.48,77.86,0.0,0.339,2.571,339.5
2017-05-03 05:00,13.29,42.8,83.2,0.0,1.35,5.615,357.2
2017-05-03 04:00,13.29,41.83,85.2,0.0,2.93,6.765,358.0
2017-05-03 03:00,13.29,43.65,80.8,0.0,3.484,6.325,351.1
2017-05-03 02:00,13.29,42.07,87.8,0.0,2.193,5.412,340.6
2017-05-03 01:00,13.29,40.73,97.8,0.0,1.98,5.987,325.4
2017-05-03 00:00,13.29,40.0,97.6,0.203,9.94,15.22,324.9
2017-05-02 23:00,13.29,39.76,97.4,0.0,8.06,15.9,324.2
2017-05-02 22:00,13.29,39.63,98.0,3.653,7.601,11.26,323.9
2017-05-02 21:00,13.29,39.51,97.5,0.0,2.98,9.67,317.6
2017-05-02 20:00,13.29,39.51,98.0,0.0,7.288,20.67,309.2
2017-05-02 19:00,13.29,39.63,96.3,0.135,7.802,18.67,310.4
2017-05-02 18:00,13.28,41.56,89.1,0.0,1.871,11.97,309.6
2017-05-02 17:00,13.28,43.99,82.6,0.0,2.488,10.89,324.1
2017-05-02 16:00,13.28,46.55,74.79,0.0,0.233,1.319,359.7
2017-05-02 15:00,13.28,47.28,68.77,0.0,0.211,1.555,209.1
2017-05-02 14:00,13.28,47.28,62.01,0.0,0.219,1.319,261.3
2017-05-02 13:00,13.28,45.95,72.1,0.0,0.255,1.59,255.4
2017-05-02 12:00,13.29,45.36,73.19,0.0,0.264,1.624,258.4
2017-05-02 11:00,13.29,44.99,65.08,0.0,0.208,1.59,276.2
2017-05-02 10:00,13.29,44.75,65.89,0.0,0.276,1.59,260.4
2017-05-02 09:00,13.29,40.15,75.93,0.0,0.24,1.827,282.5
2017-05-02 08:00,13.29,41.98,71.33,0.0,1.327,2.809,336.5
2017-05-02 07:00,13.29,41.01,71.81,0.0,0.876,3.926,335.9
2017-05-02 06:00,13.28,35.41,83.7,0.0,4.441,10.66,355.9
2017-05-02 05:00,13.28,32.74,96.8,0.0,8.9,18.61,0.887
2017-05-02 04:00,13.28,33.59,86.8,0.0,6.992,20.78,0.755
2017-05-02 03:00,13.28,32.86,88.3,5.348,7.736,10.25,0.786
2017-05-02 02:00,13.28,32.98,87.2,5.449,7.959,10.66,0.701
2017-05-02 01:00,13.28,32.74,95.8,4.873,6.744,9.04,0.731
2017-05-02 00:00,13.29,33.1,97.4,4.839,7.227,11.78,290.7
2017-05-01 23:00,13.29,33.1,98.7,7.378,9.57,12.83,289.7
2017-05-01 22:00,13.29,33.34,98.9,0.0,2.997,10.29,313.7
2017-05-01 21:00,13.29,33.23,99.0,0.0,0.85,3.385,291.7
2017-05-01 20:00,13.28,33.23,96.5,0.0,3.951,5.754,101.9
2017-05-01 19:00,13.29,32.74,94.6,2.911,4.532,6.87,64.81
2017-05-01 18:00,13.29,33.58,93.7,3.892,7.587,12.05,50.21
2017-05-01 17:00,13.29,34.8,92.4,0.0,5.108,11.23,304.4
2017-05-01 16:00,13.29,36.02,89.9,0.0,0.247,1.286,301.5
2017-05-01 15:00,13.29,36.52,87.2,0.0,0.234,1.422,283.3
2017-05-01 14:00,13.29,34.94,88.5,0.0,0.263,1.489,268.3
2017-05-01 13:00,13.29,33.36,83.6,0.0,0.214,1.388,345.5
2017-05-01 12:00,13.29,30.68,67.84,0.0,0.21,1.286,261.8
2017-05-01 11:00,13.29,30.68,70.89,0.0,0.221,1.286,278.0
2017-05-01 10:00,13.29,29.94,85.6,0.0,0.283,1.388,257.7
2017-05-01 09:00,13.29,32.99,44.14,0.0,0.259,1.523,247.6
2017-05-01 08:00,13.29,34.94,43.26,0.0,0.239,2.268,268.3
2017-05-01 07:00,13.28,34.33,45.35,0.0,0.238,1.862,264.7
2017-05-01 06:00,13.28,33.23,43.87,0.0,0.181,1.083,243.5
2017-05-01 05:00,13.29,30.2,54.37,0.0,0.228,1.117,243.5
