Date/Time (PST),Battery Voltage (v),Temperature (deg F),Relative Humidity (%),Wind Speed Minimum (mph),Wind Speed Average (mph),Wind Speed Maximum (mph),Wind Direction (deg.)
2015-11-23 10:00,13.25,38.04,38.34,40.33,8.23,14.67,14.67
2015-11-23 09:00,13.25,35.35,37.24,42.03,5.815,12.96,12.96
2015-11-23 08:00,13.25,34.05,33.7,50.67,6.121,11.88,11.88
2015-11-23 07:00,13.25,34.66,32.84,71.76,5.475,11.64,11.64
2015-11-23 06:00,13.25,34.82,33.46,72.5,6.189,12.4,12.4
2015-11-23 05:00,13.25,35.2,33.33,56.11,7.277,12.36,12.36
2015-11-23 04:00,13.25,35.2,33.94,76.79,8.06,12.99,12.99
2015-11-23 03:00,13.25,34.93,34.56,74.48,6.563,13.04,13.04
2015-11-23 02:00,13.25,34.62,33.58,57.47,6.767,11.48,11.48
2015-11-23 01:00,13.25,34.97,33.46,22.72,5.033,9.22,9.22
2015-11-23 00:00,13.25,35.51,33.94,20.47,5.883,9.82,9.82
2015-11-22 23:00,13.25,35.93,34.79,23.8,6.767,9.8,9.8
2015-11-22 22:00,13.25,36.23,33.94,31.62,5.984,9.84,9.84
2015-11-22 21:00,13.25,36.77,34.06,50.12,5.406,8.66,8.66
2015-11-22 20:00,13.25,37.85,34.67,58.62,5.712,9.62,9.62
2015-11-22 19:00,13.25,39.43,35.65,55.22,5.61,9.19,9.19
2015-11-22 18:00,13.25,41.41,37.48,44.34,6.222,9.04,9.04
2015-11-22 17:00,13.25,43.51,38.58,36.65,8.06,10.75,10.75
2015-11-22 16:00,13.25,46.11,40.41,41.07,9.76,11.83,11.83
2015-11-22 15:00,13.25,49.55,44.81,33.72,3.229,7.1,7.1
2015-11-22 14:00,13.25,50.85,48.11,19.99,1.598,4.456,4.456
2015-11-22 13:00,13.25,52.32,50.8,18.35,0.51,3.281,3.281
2015-11-22 12:00,13.25,52.98,52.14,16.04,0.17,2.44,2.44
2015-11-22 11:00,13.25,52.36,53.61,19.37,0.0,0.411,0.411
2015-11-22 10:00,13.25,49.67,49.46,13.26,0.0,0.146,0.146
2015-11-22 09:00,13.25,45.12,47.39,10.0,0.0,0.159,0.159
2015-11-22 08:00,13.25,41.56,44.95,10.34,0.0,0.727,0.727
2015-11-22 07:00,13.25,41.02,43.85,12.31,0.0,0.333,0.333
2015-11-22 06:00,13.25,40.71,44.58,10.34,0.0,0.255,0.255
2015-11-22 05:00,13.25,39.78,46.17,12.65,0.0,2.44,2.44
2015-11-22 04:00,13.25,39.27,42.87,10.4,3.128,6.067,6.067
2015-11-22 03:00,13.25,39.27,42.99,7.276,4.556,7.37,7.37
2015-11-22 02:00,13.25,39.24,43.85,8.3,3.638,7.183,7.183
2015-11-22 01:00,13.25,39.35,43.36,8.64,4.25,7.198,7.198
2015-11-22 00:00,13.25,39.74,43.48,8.36,5.712,8.38,8.38
2015-11-21 23:00,13.26,40.17,43.6,9.38,6.324,8.76,8.76
2015-11-21 22:00,13.25,40.71,43.24,12.51,5.168,7.952,7.952
2015-11-21 21:00,13.25,41.25,44.09,12.17,3.74,5.923,5.923
2015-11-21 20:00,13.25,41.99,43.97,11.08,3.672,5.535,5.535
2015-11-21 19:00,13.25,42.81,44.46,10.68,3.978,5.906,5.906
2015-11-21 18:00,13.25,44.45,43.96,12.31,1.054,5.235,5.235
2015-11-21 17:00,13.26,46.63,43.23,14.62,0.0,1.727,1.727
2015-11-21 16:00,13.25,47.74,43.47,14.55,1.19,4.335,4.335
2015-11-21 15:00,13.25,48.34,45.18,16.52,1.564,4.236,4.236
2015-11-21 14:00,13.25,49.23,44.57,19.31,0.0,2.91,2.91
2015-11-21 13:00,13.25,49.83,46.03,13.53,0.0,0.213,0.213
2015-11-21 12:00,13.25,49.27,45.41,14.75,0.0,0.225,0.225
2015-11-21 11:00,13.25,47.1,45.55,24.48,0.0,0.224,0.224
2015-11-21 10:00,13.25,43.32,45.31,13.87,0.0,0.183,0.183
2015-11-21 09:00,13.25,38.31,43.24,12.44,0.0,0.245,0.245
2015-11-21 08:00,13.25,34.62,39.33,11.56,0.0,0.307,0.307
2015-11-21 07:00,13.25,33.7,39.09,11.7,0.0,2.085,2.085
2015-11-21 06:00,13.25,32.9,38.84,8.3,3.197,5.375,5.375
2015-11-21 05:00,13.25,32.21,37.62,11.02,4.013,6.053,6.053
2015-11-21 04:00,13.25,31.21,38.72,9.73,2.755,6.166,6.166
2015-11-21 03:00,13.25,30.79,36.03,10.0,3.605,6.76,6.76
2015-11-21 02:00,13.25,30.76,35.54,8.43,4.387,6.795,6.795
2015-11-21 01:00,13.25,30.76,35.54,9.86,3.231,8.78,8.78
2015-11-21 00:00,13.25,30.45,36.76,7.958,4.455,8.67,8.67
