Date/Time (PST),Battery Voltage (v),Temperature (deg F),Relative Humidity (%),Wind Speed Minimum (mph),Wind Speed Average (mph),Wind Speed Maximum (mph),Wind Direction (deg.)
2016-12-31 23:00,13.23,11.48,88.4,6.85,16.21,28.38,237.8
2016-12-31 22:00,13.22,14.23,88.1,5.731,14.51,23.76,238.0
2016-12-31 21:00,13.2,15.88,88.9,9.79,28.2,42.63,233.1
2016-12-31 20:00,13.18,15.94,89.8,23.76,38.34,62.76,247.8
2016-12-31 19:00,13.16,15.51,89.7,36.9,57.72,79.11,265.3
2016-12-31 18:00,13.15,21.56,45.78,33.55,56.84,85.1,265.2
2016-12-31 17:00,13.14,22.78,33.89,30.75,47.0,72.26,266.9
2016-12-31 16:00,13.13,27.24,34.3,27.68,45.54,60.94,265.0
2016-12-31 15:00,13.14,29.57,28.94,25.44,39.24,56.05,270.7
2016-12-31 14:00,13.13,32.87,28.36,11.74,28.48,44.45,279.5
2016-12-31 13:00,13.11,37.94,23.37,0.0,9.86,32.57,232.1
2016-12-31 12:00,13.12,43.93,10.56,0.0,11.33,27.68,265.9
2016-12-31 11:00,13.17,44.13,13.04,0.0,11.19,32.01,176.8
2016-12-31 10:00,13.19,39.18,20.07,0.0,6.276,34.52,126.3
2016-12-31 09:00,13.2,40.34,25.0,0.0,2.356,8.81,67.96
2016-12-31 08:00,13.23,37.9,32.68,0.0,1.676,12.02,239.2
2016-12-31 07:00,13.24,34.1,39.74,0.0,2.152,6.012,242.4
2016-12-31 06:00,13.24,30.5,47.66,0.0,3.922,9.09,283.6
2016-12-31 05:00,13.25,35.02,41.37,0.0,8.91,22.65,231.2
2016-12-31 04:00,13.26,34.9,39.13,0.0,2.016,16.64,156.7
2016-12-31 03:00,13.26,25.98,28.6,0.0,2.558,11.88,238.7
2016-12-31 02:00,13.26,27.27,21.06,0.0,4.455,10.35,236.3
2016-12-31 01:00,13.26,21.27,19.3,0.0,4.523,10.07,253.3
2016-12-31 00:00,13.26,22.25,13.32,0.0,5.293,10.49,267.3
2016-12-30 23:00,13.25,20.23,23.58,0.0,9.6,30.48,131.6
2016-12-30 22:00,13.24,18.76,21.74,0.0,7.015,14.54,112.1
2016-12-30 21:00,13.24,18.57,23.03,0.0,5.84,23.49,129.8
2016-12-30 20:00,13.23,22.3,14.44,15.94,22.83,35.79,301.9
2016-12-30 19:00,13.22,20.47,22.15,18.87,26.03,37.74,303.9
2016-12-30 18:00,13.19,18.08,23.64,14.68,23.11,32.85,289.1
2016-12-30 17:00,13.15,17.22,29.55,0.0,13.27,26.7,190.0
2016-12-30 16:00,13.13,16.85,51.93,0.0,5.677,21.53,75.12
2016-12-30 15:00,13.11,17.46,40.52,1.817,7.482,22.64,49.52
2016-12-30 14:00,13.1,17.34,66.43,1.538,8.01,15.93,45.39
2016-12-30 13:00,13.11,17.83,45.37,5.032,14.23,34.38,65.32
2016-12-30 12:00,13.12,19.24,42.86,7.688,20.8,33.27,120.9
2016-12-30 11:00,13.16,19.12,45.69,17.47,26.65,40.4,297.2
2016-12-30 10:00,13.2,19.06,51.29,4.753,20.28,46.0,306.7
2016-12-30 09:00,13.24,19.31,49.86,4.334,23.39,50.89,286.4
2016-12-30 08:00,13.24,17.6,43.27,0.0,8.63,29.5,176.7
2016-12-30 07:00,13.23,18.94,34.58,6.151,19.12,39.14,280.9
2016-12-30 06:00,13.23,17.78,77.31,21.67,39.42,56.2,285.0
2016-12-30 05:00,13.22,20.16,88.0,24.46,40.94,55.5,282.6
2016-12-30 04:00,13.22,22.24,90.6,28.38,44.58,71.29,278.4
2016-12-30 03:00,13.21,22.98,91.5,30.05,45.0,66.26,279.8
2016-12-30 02:00,13.21,23.34,92.3,29.35,46.1,61.92,274.5
2016-12-30 01:00,13.21,23.95,93.0,31.45,47.74,68.77,276.6
2016-12-30 00:00,13.21,24.08,93.9,29.63,45.32,60.53,276.3
2016-12-29 23:00,13.2,24.99,94.4,31.03,45.11,59.13,267.3
2016-12-29 22:00,13.2,24.81,94.5,31.59,46.61,63.04,263.6
2016-12-29 21:00,13.19,25.73,95.2,36.62,50.89,70.45,260.7
2016-12-29 20:00,13.18,26.03,95.2,34.66,50.63,70.03,260.0
2016-12-29 19:00,13.18,24.93,94.5,38.44,54.55,72.68,268.6
2016-12-29 18:00,13.17,25.78,91.2,37.18,55.83,73.8,266.1
2016-12-29 17:00,13.15,28.53,52.2,37.32,55.89,83.4,258.2
2016-12-29 16:00,13.14,28.22,60.49,34.8,50.1,78.41,255.3
2016-12-29 15:00,13.12,28.59,54.75,32.99,47.42,64.86,255.8
2016-12-29 14:00,13.11,28.71,68.87,31.73,45.54,60.24,257.4
2016-12-29 13:00,13.1,29.44,69.07,29.21,42.69,56.19,253.8
2016-12-29 12:00,13.08,30.17,67.51,26.7,39.36,53.39,258.7
2016-12-29 11:00,13.12,32.32,61.61,25.16,38.2,52.56,262.2
2016-12-29 10:00,13.17,32.45,66.98,27.54,35.38,45.29,258.1
2016-12-29 09:00,13.19,32.15,66.92,27.54,36.55,50.6,257.3
2016-12-29 08:00,13.21,28.85,69.97,26.84,35.65,46.83,257.0
2016-12-29 07:00,13.21,28.29,70.86,26.84,35.89,49.2,258.7
2016-12-29 06:00,13.21,27.62,64.81,23.34,32.9,43.47,258.2
2016-12-29 05:00,13.21,27.87,63.69,21.11,31.4,50.74,259.7
