Date/Time (PST),Battery Voltage (v),Temperature (deg F),Relative Humidity (%),Wind Speed Minimum (mph),Wind Speed Average (mph),Wind Speed Maximum (mph),Wind Direction (deg.),"Precipitation ("")","24 hour snowfall ("")","Snow Depth ("")"
2016-12-29 12:00,13.6,34.16,77.2,5.049,10.63,20.16,299.2,0.0,56.9,100.8
2016-12-29 11:00,13.59,34.53,80.3,4.242,8.27,15.92,290.0,0.0,58.5,100.5
2016-12-29 10:00,13.61,32.84,84.6,3.872,8.93,18.72,294.7,0.0,58.63,99.6
2016-12-29 09:00,13.6,31.39,85.0,3.636,9.03,17.41,299.4,0.0,58.5,99.6
2016-12-29 08:00,13.6,29.21,86.8,4.074,8.37,15.35,300.2,0.0,58.37,100.3
2016-12-29 07:00,13.6,29.09,85.6,4.68,9.07,15.76,306.0,0.0,58.63,100.3
2016-12-29 06:00,13.6,28.12,87.3,2.054,6.965,12.32,309.0,0.0,58.43,101.6
2016-12-29 05:00,13.61,28.48,84.4,1.481,7.52,14.01,312.3,0.0,58.5,102.0
2016-12-29 04:00,13.61,28.84,83.4,0.741,7.6,13.64,312.5,0.0,59.23,101.8
2016-12-29 03:00,13.61,29.09,86.7,2.458,5.232,9.19,308.3,0.0,59.96,101.8
2016-12-29 02:00,13.6,28.48,81.3,0.0,4.556,9.6,312.4,0.0,60.49,104.9
2016-12-29 01:00,13.6,26.67,87.9,1.582,4.508,7.98,315.3,0.0,60.35,104.8
2016-12-29 00:00,13.6,27.27,88.9,-0.034,4.367,10.27,310.6,0.0,61.15,104.8
2016-12-28 23:00,13.6,27.64,90.4,-0.067,3.777,7.95,315.8,0.0,61.81,105.1
2016-12-28 22:00,13.6,25.45,85.1,-0.135,4.468,10.77,320.9,0.0,62.34,104.8
2016-12-28 21:00,13.59,25.58,85.5,-0.101,3.851,9.36,325.9,0.0,63.14,104.8
2016-12-28 20:00,13.61,23.88,86.4,-0.168,2.029,6.768,324.2,0.0,63.67,104.6
2016-12-28 19:00,13.59,23.65,89.4,-0.202,0.684,4.883,340.1,0.0,63.94,104.4
2016-12-28 18:00,13.59,23.65,83.3,-0.236,0.283,2.256,0.82,0.0,63.67,101.9
2016-12-28 17:00,13.6,21.83,89.6,-0.37,0.479,5.725,36.91,0.0,63.8,101.9
2016-12-28 16:00,13.59,22.43,91.5,-0.673,1.505,7.27,82.8,0.0,63.8,102.5
2016-12-28 15:00,13.61,22.07,91.2,-0.438,2.599,8.59,81.1,0.0,64.66,104.3
2016-12-28 14:00,13.6,22.55,94.8,-0.505,1.41,5.792,87.6,0.0,67.78,103.4
2016-12-28 13:00,13.59,21.95,93.8,-0.303,3.844,9.03,87.8,0.0,67.52,102.9
2016-12-28 12:00,13.59,21.23,94.3,-0.472,4.478,13.3,88.1,0.0,41.13,102.8
2016-12-28 11:00,13.59,22.08,95.9,-0.606,0.006,1.145,50.58,0.0,41.4,102.5
2016-12-28 10:00,13.59,20.38,95.5,-0.337,0.178,4.749,52.21,0.01,41.53,102.5
2016-12-28 09:00,13.59,18.81,94.9,-0.168,4.009,9.67,324.7,0.02,41.66,102.9
2016-12-28 08:00,13.59,18.08,94.8,-0.135,7.03,13.47,317.3,0.0,41.53,103.9
2016-12-28 07:00,13.59,19.54,95.3,5.153,11.54,18.05,312.6,0.0,41.4,105.7
2016-12-28 06:00,13.6,19.17,95.3,7.01,12.89,21.72,318.3,0.0,41.4,103.2
2016-12-28 05:00,13.61,18.93,95.3,5.153,10.14,20.31,299.0,0.01,41.33,103.2
2016-12-28 04:00,13.61,20.02,95.7,3.873,7.91,18.42,279.9,0.12,41.2,104.4
2016-12-28 03:00,13.59,20.14,95.7,3.099,7.75,13.71,276.5,0.09,41.26,105.5
2016-12-28 02:00,13.59,19.9,95.7,3.941,9.39,16.57,279.0,0.05,41.26,99.8
2016-12-28 01:00,13.59,19.41,95.7,6.265,13.31,27.85,295.7,0.04,41.26,99.8
2016-12-28 00:00,13.61,19.54,95.5,5.221,12.38,21.08,289.1,0.02,41.26,103.5
2016-12-27 23:00,13.59,19.29,95.5,5.793,11.3,19.67,280.0,0.01,41.26,106.1
2016-12-27 22:00,13.59,19.66,95.5,5.726,11.85,22.9,287.2,0.06,41.4,103.1
2016-12-27 21:00,13.61,19.05,95.3,6.096,14.5,27.59,293.6,0.0,41.4,102.9
2016-12-27 20:00,13.61,18.32,95.1,7.04,14.15,24.99,294.2,0.02,41.26,102.9
2016-12-27 19:00,13.6,19.41,95.4,6.197,13.41,25.26,289.3,0.07,41.13,104.2
2016-12-27 18:00,13.59,20.37,96.0,7.98,16.22,32.73,292.4,0.14,41.07,101.4
2016-12-27 17:00,13.61,21.95,97.5,7.68,14.05,23.84,278.9,0.13,41.0,101.4
2016-12-27 16:00,13.62,22.07,97.3,6.802,12.52,22.53,276.7,0.2,41.0,97.3
2016-12-27 15:00,13.59,21.34,96.6,7.21,12.76,28.02,271.0,0.13,41.0,97.3
2016-12-27 14:00,13.6,21.1,96.4,6.095,12.22,23.27,278.9,0.08,41.0,100.5
2016-12-27 13:00,13.6,21.1,96.3,7.0,14.48,28.89,280.9,0.07,41.0,100.5
2016-12-27 12:00,13.61,20.49,96.6,9.19,18.37,37.27,287.3,0.11,40.87,95.7
2016-12-27 11:00,13.6,23.15,98.1,6.633,13.23,26.6,277.7,0.2,40.8,95.7
2016-12-27 10:00,13.6,22.91,98.0,7.91,16.29,29.09,278.2,0.03,40.8,96.5
2016-12-27 09:00,13.61,22.42,97.6,9.7,18.37,34.78,282.6,0.09,40.67,97.1
2016-12-27 08:00,13.6,24.0,98.9,6.532,12.41,22.73,287.1,0.16,40.47,92.7
2016-12-27 07:00,13.61,24.61,99.2,6.195,11.88,20.81,277.8,0.21,40.34,92.7
2016-12-27 06:00,13.6,25.33,99.4,6.532,14.34,30.51,283.2,0.21,40.21,96.0
2016-12-27 05:00,13.6,26.42,99.8,7.98,13.6,26.46,279.1,0.2,40.07,90.1
2016-12-27 04:00,13.61,26.67,99.8,6.835,12.39,20.3,276.7,0.28,40.07,90.1
2016-12-27 03:00,13.61,27.15,100.0,6.431,13.45,27.07,276.2,0.26,40.07,92.2
2016-12-27 02:00,13.6,27.03,99.9,5.993,12.73,22.22,275.0,0.16,40.21,89.0
2016-12-27 01:00,13.6,26.55,99.8,5.286,12.43,21.95,280.7,0.14,40.47,89.0
2016-12-27 00:00,13.61,25.21,98.9,5.219,11.04,21.14,284.4,0.16,40.6,89.2
2016-12-26 23:00,13.6,24.97,98.3,5.725,11.44,20.78,285.0,0.17,40.74,89.2
2016-12-26 22:00,13.6,24.01,97.3,5.557,10.93,22.66,290.2,0.09,41.0,87.0
2016-12-26 21:00,13.61,21.6,95.5,0.034,8.51,20.65,292.6,0.09,41.26,84.4
2016-12-26 20:00,13.59,20.38,94.6,-0.034,6.658,14.42,302.8,0.04,41.4,84.4
2016-12-26 19:00,13.59,18.93,90.5,0.0,6.549,14.58,299.0,0.02,41.4,89.8
2016-12-26 18:00,13.6,20.14,85.0,3.334,8.58,18.99,296.3,0.0,41.26,89.8
2016-12-26 17:00,13.59,21.95,62.37,2.526,9.64,21.38,300.5,0.0,41.07,90.7
2016-12-26 16:00,13.59,22.31,63.3,-0.202,9.05,16.8,313.6,0.0,41.0,90.6
2016-12-26 15:00,13.59,24.0,49.7,-0.337,7.79,15.93,307.3,0.0,40.87,89.1
2016-12-26 14:00,13.59,23.88,62.15,0.64,5.096,10.77,303.8,0.0,40.8,89.1
2016-12-26 13:00,13.61,24.36,66.46,-0.168,5.335,10.44,305.8,0.0,40.8,88.6
2016-12-26 12:00,13.59,23.4,78.2,-0.404,3.856,12.76,295.9,0.0,42.86,88.6
2016-12-26 11:00,13.59,24.02,72.5,-0.674,1.262,6.265,287.6,0.0,41.26,88.6
2016-12-26 10:00,13.59,22.08,82.0,-0.236,5.2,10.95,302.6,0.0,41.6,95.5
2016-12-26 09:00,13.6,19.05,78.5,3.604,7.15,12.53,310.5,0.0,41.79,95.4
2016-12-26 08:00,13.59,18.45,79.4,3.066,8.13,14.18,314.9,0.0,41.86,95.4
2016-12-26 07:00,13.6,17.85,73.4,5.053,8.62,14.55,310.2,0.0,41.93,95.4
2016-12-26 06:00,13.6,14.94,80.4,3.2,7.0,13.41,302.8,0.0,41.93,95.4
2016-12-26 05:00,13.59,15.66,84.3,3.873,10.89,19.4,303.6,0.0,42.06,95.7
2016-12-26 04:00,13.6,16.63,89.8,2.762,12.23,21.69,313.9,0.0,41.79,95.6
2016-12-26 03:00,13.6,16.99,89.3,3.772,9.69,15.8,305.1,0.0,41.73,95.6
2016-12-26 02:00,13.59,17.11,93.2,3.233,10.17,15.83,309.1,0.0,41.79,95.7
2016-12-26 01:00,13.59,17.72,93.0,-0.067,7.61,14.25,302.5,0.0,41.66,95.7
2016-12-26 00:00,13.59,18.2,91.7,1.886,8.07,14.62,314.8,0.0,41.66,96.0
2016-12-25 23:00,13.59,18.44,92.6,0.0,6.188,13.07,309.1,0.0,41.66,96.1
2016-12-25 22:00,13.61,17.72,91.9,-0.101,3.448,8.49,308.2,0.0,41.79,96.1
2016-12-25 21:00,13.59,17.72,91.6,-0.101,3.249,8.52,307.0,0.0,41.79,96.1
2016-12-25 20:00,13.6,16.5,91.3,-0.101,2.025,6.029,305.2,0.0,41.86,96.1
2016-12-25 19:00,13.58,17.36,92.0,-0.101,2.226,6.266,302.1,0.0,41.93,96.2
2016-12-25 18:00,13.59,15.78,92.0,-0.168,3.724,8.15,309.0,0.0,41.86,96.3
2016-12-25 17:00,13.6,16.26,90.8,-0.202,3.997,8.82,305.6,0.0,41.73,96.3
2016-12-25 16:00,13.62,17.23,90.8,-0.472,3.418,9.23,300.6,0.0,41.53,96.3
2016-12-25 15:00,13.61,19.28,87.7,-0.438,4.13,9.5,301.3,0.0,41.13,96.4
2016-12-25 14:00,13.59,20.13,91.5,-0.674,2.765,8.02,273.1,0.0,41.13,96.3
2016-12-25 13:00,13.61,21.23,87.8,-0.606,1.368,6.938,260.3,0.0,41.26,96.3
2016-12-25 12:00,13.6,22.57,89.7,-0.539,0.051,1.145,249.8,0.0,41.53,96.3
2016-12-25 11:00,13.6,19.9,89.5,-0.539,0.246,2.257,284.3,0.0,41.66,96.4
2016-12-25 10:00,13.58,17.49,91.7,-0.404,0.249,1.819,298.9,0.0,41.79,95.3
2016-12-25 09:00,13.59,15.67,91.0,-0.236,0.345,4.279,313.8,0.0,42.06,95.3
2016-12-25 08:00,13.6,12.76,91.3,-0.236,1.644,4.751,329.8,0.0,42.12,96.9
2016-12-25 07:00,13.6,13.49,94.3,0.977,4.579,9.1,322.7,0.0,42.06,96.9
2016-12-25 06:00,13.59,13.61,93.6,0.0,5.345,8.36,314.4,0.0,41.99,97.3
2016-12-25 05:00,13.6,13.0,90.7,1.887,5.719,10.07,316.6,0.0,42.06,97.1
2016-12-25 04:00,13.58,13.48,90.8,2.223,6.184,11.25,316.0,0.0,41.99,96.5
2016-12-25 03:00,13.6,15.05,91.4,3.031,7.84,12.46,316.4,0.0,41.79,96.5
2016-12-25 02:00,13.61,16.87,93.8,3.739,8.85,15.12,316.2,0.0,41.66,96.7
2016-12-25 01:00,13.61,17.11,93.2,1.852,9.4,15.39,321.1,0.0,41.66,96.7
2016-12-25 00:00,13.59,17.23,92.4,6.433,12.76,19.84,324.1,0.0,41.66,97.2
2016-12-24 23:00,13.59,16.87,91.5,5.423,13.01,19.33,325.4,0.0,41.73,95.7
2016-12-24 22:00,13.59,16.26,92.6,4.311,8.56,15.39,318.7,0.0,41.66,93.3
2016-12-24 21:00,13.59,16.87,94.2,2.324,11.61,20.61,318.9,0.0,41.73,93.3
2016-12-24 20:00,13.59,16.63,93.8,8.42,14.11,25.94,327.9,0.0,41.66,97.0
2016-12-24 19:00,13.59,16.14,92.8,9.13,15.66,25.6,323.5,0.0,41.73,95.6
2016-12-24 18:00,13.61,16.02,91.0,8.05,14.93,24.72,323.4,0.0,41.79,95.6
2016-12-24 17:00,13.59,15.29,82.6,10.71,17.97,27.01,330.7,0.0,41.66,95.5
2016-12-24 16:00,13.59,16.26,90.7,6.635,14.33,22.87,319.9,0.0,41.66,95.5
2016-12-24 15:00,13.59,18.32,91.6,5.962,13.59,24.42,321.6,0.0,41.4,97.2
2016-12-24 14:00,13.58,18.57,89.1,5.894,14.37,25.63,326.9,0.0,41.53,96.5
2016-12-24 13:00,13.58,18.57,90.3,2.156,11.66,21.08,311.6,0.04,41.46,95.3
2016-12-24 12:00,13.57,18.44,90.0,5.726,13.39,25.29,315.7,0.02,41.46,95.3
2016-12-24 11:00,13.59,18.08,90.4,4.581,13.29,23.41,316.9,0.0,41.4,94.5
2016-12-24 10:00,13.59,19.41,92.2,0.236,11.55,19.7,315.5,0.01,41.53,90.8
2016-12-24 09:00,13.59,18.08,92.6,3.705,12.73,20.58,321.1,0.0,41.6,90.8
2016-12-24 08:00,13.6,16.63,93.6,7.68,14.25,24.22,320.8,0.0,41.66,96.1
2016-12-24 07:00,13.59,17.6,92.7,6.568,14.33,25.9,325.2,0.02,41.73,96.2
2016-12-24 06:00,13.59,16.87,94.0,7.41,13.83,22.26,316.1,0.0,41.73,95.3
2016-12-24 05:00,13.6,17.23,93.7,5.962,13.73,22.43,316.0,0.01,41.66,95.3
2016-12-24 04:00,13.6,16.99,94.2,5.389,9.61,17.24,305.0,0.05,41.66,95.5
2016-12-24 03:00,13.59,16.87,92.4,5.389,9.59,18.22,310.8,0.01,41.6,93.5
2016-12-24 02:00,13.59,16.87,93.8,5.524,11.45,19.84,308.2,0.0,41.6,93.5
2016-12-24 01:00,13.59,17.84,94.2,3.166,9.09,15.59,309.1,0.03,41.53,95.7
2016-12-24 00:00,13.59,17.6,94.3,6.298,12.2,22.4,321.7,0.0,41.53,95.2
2016-12-23 23:00,13.61,18.08,93.5,3.974,10.2,18.05,323.9,0.0,41.53,94.9
2016-12-23 22:00,13.59,17.6,94.2,4.749,12.15,19.27,329.9,0.0,41.46,93.7
2016-12-23 21:00,13.61,18.44,93.0,1.179,9.28,16.2,314.0,0.0,41.4,93.7
2016-12-23 20:00,13.59,19.54,94.6,3.301,9.11,15.33,306.3,0.02,41.26,93.8
2016-12-23 19:00,13.6,20.14,95.5,-0.101,10.82,19.9,321.8,0.0,41.2,93.6
2016-12-23 18:00,13.59,20.14,95.0,0.0,12.78,21.49,326.0,0.0,41.13,93.6
2016-12-23 17:00,13.61,20.49,95.9,0.0,12.64,21.38,325.2,0.0,41.07,93.9
2016-12-23 16:00,13.59,20.85,94.3,2.492,12.02,19.56,320.2,0.0,40.93,93.9
2016-12-23 15:00,13.59,21.45,94.9,6.465,13.19,23.1,313.9,0.0,40.74,94.8
2016-12-23 14:00,13.61,22.55,93.8,3.704,11.16,20.64,313.3,0.01,40.47,91.6
2016-12-23 13:00,13.59,24.0,95.2,4.04,9.83,18.15,298.5,0.02,53.66,91.6
2016-12-23 12:00,13.61,25.58,97.4,5.354,9.46,16.43,295.0,0.03,2.427,86.6
2016-12-23 11:00,13.61,25.94,97.5,-0.168,6.278,16.73,289.6,0.06,2.03,86.6
2016-12-23 10:00,13.59,27.88,98.7,-0.168,4.278,9.49,277.8,0.04,1.233,92.3
2016-12-23 09:00,13.6,27.39,99.3,-0.236,3.244,8.52,275.5,0.02,1.167,92.3
2016-12-23 08:00,13.61,27.03,99.6,1.145,4.87,11.85,283.5,0.0,1.167,91.6
2016-12-23 07:00,13.61,27.27,99.9,0.471,4.822,12.12,282.5,0.0,1.167,90.4
2016-12-23 06:00,13.6,27.27,99.9,2.088,6.764,14.01,283.6,0.0,1.101,90.4
2016-12-23 05:00,13.61,27.03,100.0,1.953,7.25,15.69,280.7,0.03,0.968,90.4
2016-12-23 04:00,13.6,26.55,99.5,1.448,6.671,15.72,262.4,0.03,1.499,91.5
2016-12-23 03:00,13.61,26.3,98.4,-0.067,2.677,11.99,235.1,0.03,1.167,91.2
2016-12-23 02:00,13.6,25.58,91.1,-0.101,1.612,9.36,77.6,0.03,0.836,87.9
2016-12-23 01:00,13.61,26.06,83.9,-0.101,1.852,14.95,88.3,0.0,1.101,87.9
2016-12-23 00:00,13.6,25.94,84.1,-0.135,2.694,12.36,305.0,0.0,0.968,90.7
2016-12-22 23:00,13.61,27.76,69.76,-0.101,0.575,9.09,158.0,0.0,2.294,91.9
2016-12-22 22:00,13.61,28.97,45.86,-0.101,1.299,10.13,324.1,0.0,2.426,91.3
2016-12-22 21:00,13.61,28.97,44.78,-0.067,5.515,13.87,326.0,0.0,2.294,91.3
2016-12-22 20:00,13.6,28.24,50.98,0.673,5.376,15.19,305.2,0.0,2.294,91.7
2016-12-22 19:00,13.6,28.24,50.64,0.976,6.292,11.58,315.2,0.0,2.294,92.3
2016-12-22 18:00,13.6,28.12,58.92,0.067,5.329,11.68,313.6,0.0,2.294,92.3
2016-12-22 17:00,13.6,28.48,48.35,3.064,7.37,13.13,312.0,0.0,2.295,91.8
2016-12-22 16:00,13.6,28.47,52.11,4.41,8.59,14.81,306.8,0.0,2.301,91.6
2016-12-22 15:00,13.6,29.81,52.65,1.818,8.42,14.88,301.0,0.0,2.235,91.5
2016-12-22 14:00,13.62,30.78,52.72,3.097,8.68,17.44,302.5,0.0,2.301,91.5
2016-12-22 13:00,13.6,32.23,47.26,-0.067,7.54,16.97,299.4,0.0,2.368,92.4
2016-12-22 12:00,13.6,32.48,43.7,2.492,7.55,14.75,300.1,0.0,2.564,92.7
2016-12-22 11:00,13.6,32.0,41.14,2.492,7.08,13.7,296.9,0.0,2.428,92.7
2016-12-22 10:00,13.61,30.67,42.49,4.276,8.35,15.82,306.9,0.0,2.426,90.2
2016-12-22 09:00,13.61,28.97,43.97,1.549,6.59,13.3,313.9,0.0,2.426,90.2
2016-12-22 08:00,13.6,29.33,41.95,0.404,4.424,30.74,321.9,0.0,-217.0,93.1
2016-12-22 07:00,13.6,30.66,35.48,2.525,4.731,9.73,320.3,0.0,2.498,93.6
2016-12-22 06:00,13.61,32.84,34.07,0.303,4.96,9.16,316.0,0.0,2.633,93.2
2016-12-22 05:00,13.6,35.74,28.95,-0.034,4.163,10.77,320.7,0.0,2.567,92.8
2016-12-22 04:00,13.6,32.84,32.72,-0.034,4.772,11.21,310.6,0.0,2.633,92.8
2016-12-22 03:00,13.6,34.66,28.62,-0.034,4.186,11.24,333.7,0.0,2.632,93.5
2016-12-22 02:00,13.6,33.33,31.18,0.909,4.478,8.08,330.2,0.0,2.628,93.9
2016-12-22 01:00,13.61,32.85,33.87,0.236,4.282,10.24,323.7,0.0,2.625,93.9
2016-12-22 00:00,13.61,32.97,33.0,0.034,5.06,12.56,315.6,0.0,2.625,93.5
2016-12-21 23:00,13.61,33.21,32.32,0.236,4.66,8.85,315.1,0.0,2.692,93.5
2016-12-21 22:00,13.6,33.21,37.24,-0.034,3.83,11.95,318.8,0.0,2.563,94.2
2016-12-21 21:00,13.6,34.54,27.81,-0.067,0.715,4.983,326.4,0.0,2.563,94.4
2016-12-21 20:00,13.61,34.78,24.24,-0.101,0.338,3.367,312.8,0.0,3.027,94.6
2016-12-21 19:00,13.61,34.41,28.35,-0.101,0.094,2.693,320.6,0.0,2.699,94.6
2016-12-21 18:00,13.61,35.26,16.97,-0.168,0.181,2.592,346.4,0.0,2.699,94.5
2016-12-21 17:00,13.6,34.29,28.82,-0.101,0.287,4.107,359.2,0.0,2.7,94.5
2016-12-21 16:00,13.6,35.73,33.19,-0.505,0.174,3.063,359.0,0.0,2.64,93.8
2016-12-21 15:00,13.6,38.64,24.77,-0.404,-0.008,0.471,355.8,0.0,2.507,93.8
2016-12-21 14:00,13.61,38.05,28.95,-0.539,-0.021,0.404,11.84,0.0,2.434,94.3
2016-12-21 13:00,13.6,35.75,27.6,-0.505,0.18,2.188,76.4,0.0,2.633,94.9
2016-12-21 12:00,13.6,32.84,33.13,-0.168,4.34,10.67,81.6,0.0,2.695,95.2
2016-12-21 11:00,13.6,32.73,27.34,-0.067,4.299,8.79,87.1,0.0,2.692,94.1
2016-12-21 10:00,13.61,32.12,30.84,-0.135,3.273,9.29,76.8,0.0,2.692,94.1
2016-12-21 09:00,13.6,31.52,31.65,-0.168,3.361,9.53,75.2,0.0,2.824,95.3
2016-12-21 08:00,13.6,29.34,34.08,-0.168,2.001,8.52,62.97,0.0,2.688,95.4
2016-12-21 07:00,13.61,29.1,31.25,-0.067,1.862,8.59,63.09,0.0,2.817,95.6
2016-12-21 06:00,13.61,27.41,41.29,0.034,4.09,8.52,69.68,0.0,2.812,95.7
2016-12-21 05:00,13.59,24.87,49.51,-0.101,0.296,3.537,29.45,0.0,2.809,95.9
2016-12-21 04:00,13.59,24.02,47.42,-0.067,0.647,4.008,8.3,0.0,2.743,96.2
2016-12-21 03:00,13.59,23.54,46.88,-0.067,1.214,4.783,18.92,0.0,2.677,96.2
2016-12-21 02:00,13.61,23.78,48.5,-0.067,0.443,3.57,26.77,0.0,2.743,95.6
2016-12-21 01:00,13.59,22.08,60.09,-0.101,0.512,7.44,53.31,0.0,2.743,95.6
2016-12-21 00:00,13.61,21.84,81.4,-0.101,0.806,8.96,50.24,0.0,2.809,96.5
2016-12-20 23:00,13.59,22.44,66.22,-0.034,11.75,22.8,339.0,0.0,2.677,96.0
